t,x,y
203025,0.4897,0.2944
203261,0.4807,0.1561
203386,0.4726,0.122
203528,0.3907,0.1057
203711,0.4233,0.1064
203878,0.4609,0.1089
204069,0.495,0.1074
204278,0.514,0.1088
204519,0.5376,0.1098
204719,0.5616,0.112
204911,0.5868,0.1152
205028,0.6278,0.1197
205203,0.5909,0.5613
205569,0.4819,0.5704
205961,0.4488,0.5409
206119,0.4621,0.535
206353,0.441,0.5476
206569,0.4454,0.3525
206794,0.44,0.279
206969,0.4431,0.2478
207327,0.4235,0.245
207719,0.4425,0.2446
207894,0.4864,0.705
208042,0.5054,0.6998
208218,0.5095,0.7411
208428,0.5037,0.7702
208553,0.5087,0.7878
208753,0.5026,0.6922
209128,0.5089,0.641
209569,0.4243,0.2188
210503,0.4154,0.2392
210703,0.4379,0.2451
211128,0.4937,0.8666
211453,0.5012,0.8796
211719,0.544,0.1771
211886,0.5132,0.1621
212136,0.5441,0.164
