t,x,y
318332,0.5268,0.3036
318574,0.5023,0.2156
318705,0.3421,0.1134
318999,0.6954,0.1037
319199,0.3366,0.1422
319591,0.3911,0.1502
319791,0.4172,0.1509
319974,0.4302,0.1579
320641,0.4858,0.1479
320807,0.5113,0.1499
321291,0.5721,0.1566
321482,0.5569,0.151
321791,0.6097,0.1427
322157,0.6298,0.1441
322324,0.6547,0.1446
322757,0.4518,0.1641
323216,0.4907,0.1503
323382,0.5117,0.1563
323624,0.526,0.1653
323907,0.5123,0.1326
324349,0.4696,0.153
324666,0.6526,0.1513
324982,0.4893,0.1394
325199,0.5061,0.1432
325341,0.5391,0.1448
325799,0.4853,0.6194
325937,0.4797,0.5926
326329,0.3872,0.4241
326574,0.398,0.3091
326799,0.3589,0.3096
327241,0.3691,0.2922
327607,0.4092,0.2821
327757,0.5889,0.6323
328097,0.526,0.5787
328321,0.5861,0.2474
328707,0.543,0.1835
329016,0.5319,0.1372
329241,0.6692,0.0685
329465,0.5621,0.1577
329641,0.4592,0.1368
330616,0.383,0.1228
330841,0.371,0.1284
331124,0.3456,0.1274
331316,0.4226,0.1314
331566,0.4552,0.1261
331974,0.5033,0.1287
332157,0.5364,0.1273
332349,0.5766,0.1276
332507,0.5533,0.1287
332791,0.6008,0.137
333299,0.6185,0.153
333441,0.6228,0.3183
334066,0.6124,0.3279
334532,0.6276,0.1702
334699,0.6417,0.1434
335257,0.6089,0.3257
335916,0.5281,0.3944
336091,0.5707,0.1828
336232,0.5815,0.1277
336416,0.4837,0.1557
336982,0.4571,0.1622
337191,0.451,0.6233
337366,0.4544,0.5889
337666,0.5511,0.5966
338316,0.5433,0.3686
338991,0.6223,0.3329
339282,0.6573,0.1409
339466,0.6678,0.1117
339691,0.5282,0.3412
339916,0.5465,0.3494
340799,0.5622,0.3304
341041,0.5438,0.347
341216,0.6538,0.113
341541,0.4885,0.7532
341721,0.5058,0.7218
342441,0.5393,0.3735
342741,0.5091,0.6052
342916,0.4932,0.7203
343499,0.4859,0.8996
344441,0.6314,0.175
