t,x,y
61929,0.4137,0.2101
62006,0.4982,0.1963
62431,0.4539,0.1676
62589,0.3815,0.1204
62822,0.4321,0.1244
63172,0.4767,0.1277
63506,0.557,0.1349
63747,0.6055,0.1462
64189,0.5385,0.3362
64372,0.4982,0.2827
64564,0.5253,0.5717
64756,0.5198,0.6058
64922,0.5514,0.6152
65114,0.4952,0.5866
65539,0.4882,0.397
65756,0.3843,0.4566
65972,0.3488,0.2314
66181,0.3479,0.3827
66387,0.3605,0.2862
66614,0.4469,0.2148
66764,0.4696,0.2126
66947,0.4816,0.5982
67114,0.4681,0.5834
67897,0.4638,0.2102
68114,0.4733,0.2468
68531,0.4624,0.5945
69122,0.473,0.7912
69314,0.4857,0.7756
69472,0.4842,0.708
69731,0.4904,0.7514
69914,0.4868,0.6736
70339,0.4892,0.748
70781,0.4893,0.7744
71022,0.494,0.8784
73097,0.4846,0.9452
73681,0.4815,0.3788
