t,x,y
300704,0.6638,0.7293
300846,0.6547,0.1474
300942,0.6725,0.1059
301304,0.4588,0.249
301613,0.363,0.1506
301904,0.3821,0.1433
302154,0.3596,0.1432
302413,0.3727,0.146
303413,0.3914,0.1544
303713,0.4161,0.1377
303954,0.3843,0.1359
304163,0.3589,0.1365
304713,0.4057,0.1348
305088,0.4434,0.1297
305304,0.4587,0.1329
305929,0.4762,0.1293
306471,0.5513,0.1326
306654,0.591,0.1416
307021,0.6387,0.1404
307579,0.6387,0.146
307963,0.6652,0.143
308213,0.6381,0.1399
308446,0.668,0.1425
308871,0.453,0.1634
309096,0.4414,0.1712
309329,0.3583,0.1397
309588,0.3809,0.1385
309946,0.4536,0.136
310213,0.4789,0.1336
310363,0.5111,0.1321
310654,0.5414,0.1377
311288,0.5887,0.1391
311554,0.6297,0.1377
311996,0.6113,0.1355
312371,0.4563,0.1576
312571,0.4412,0.1593
312738,0.4709,0.1608
313038,0.5317,0.1572
313579,0.5154,0.5969
313954,0.4845,0.5057
314054,0.4969,0.4597
314554,0.438,0.6099
315046,0.4838,0.4271
315304,0.416,0.4179
315629,0.3977,0.3265
315779,0.4954,0.174
316404,0.5048,0.597
316646,0.5223,0.4315
317038,0.5495,0.6089
317738,0.514,0.7702
317904,0.5089,0.7318
318579,0.5384,0.7352
318921,0.5078,0.8064
319296,0.3902,0.3553
319438,0.4182,0.1531
319646,0.6398,0.1386
319788,0.6681,0.0951
320163,0.5712,0.1354
320454,0.5104,0.8682
320671,0.5208,0.6829
320929,0.6778,0.7061
321413,0.5153,0.7783
321629,0.6667,0.0835
321796,0.4028,0.0928
322286,0.5176,0.8342
322896,0.527,0.4
323329,0.367,0.2202
323546,0.3423,0.1353
324054,0.3741,0.2149
324171,0.3588,0.1182
324896,0.336,0.1152
325629,0.3415,0.2315
326221,0.3514,0.23
327179,0.3688,0.2262
327604,0.3508,0.2143
328254,0.3294,0.3228
328663,0.3626,0.0742
328938,0.1332,0.0004
329254,0.3916,0.2187
330154,0.3572,0.2308
