Recording timestamp	Sensor	Project name	Participant name	Recording name	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (DACSpx)	Presented Media position Y (DACSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height	Mouse position X	Mouse position Y
312	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			964.0	345.0	1090.0	372.0	837.0	318.0	0.11962	0.07114	-0.99027	-0.10834	0.04638	-0.99303	2.61	2.65	Valid	Valid	228.6	60.0	588.7	293.7	60.4	582.0	299.7	102.3	230.2	87.6															Fixation	100.0	1.0	964.0	347.0												
320	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			965.0	347.0	1089.0	376.0	841.0	318.0	0.11911	0.07293	-0.9902	-0.10662	0.04601	-0.99323	2.61	2.65	Valid	Valid	228.7	60.0	588.8	293.7	60.4	582.0	299.5	103.4	231.3	87.4															Fixation	100.0	1.0	964.0	347.0												
328	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			963.0	346.0	1092.0	376.0	835.0	316.0	0.12027	0.07291	-0.99006	-0.10935	0.04528	-0.99297	2.61	2.65	Valid	Valid	228.7	60.1	588.6	293.8	60.4	582.1	300.2	103.4	229.7	86.9															Fixation	100.0	1.0	964.0	347.0												
337	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			963.0	346.0	1089.0	372.0	838.0	321.0	0.11895	0.07115	-0.99035	-0.10832	0.04725	-0.99299	2.6	2.64	Valid	Valid	228.7	60.1	588.5	293.8	60.5	582.0	299.4	102.4	230.3	88.1															Fixation	100.0	1.0	964.0	347.0												
345	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			964.0	347.0	1090.0	376.0	837.0	318.0	0.11951	0.07254	-0.99018	-0.10842	0.04607	-0.99304	2.62	2.65	Valid	Valid	228.8	60.2	588.5	293.8	60.6	581.8	299.8	103.3	230.3	87.6															Fixation	100.0	1.0	964.0	347.0												
353	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			965.0	348.0	1088.0	376.0	842.0	319.0	0.11847	0.07292	-0.99028	-0.10656	0.04632	-0.99323	2.6	2.64	Valid	Valid	228.8	60.2	588.6	293.8	60.6	581.9	299.2	103.5	231.4	87.7															Fixation	100.0	1.0	964.0	347.0												
362	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			965.0	344.0	1092.0	375.0	839.0	312.0	0.12024	0.07221	-0.99012	-0.10796	0.04308	-0.99322	2.61	2.65	Valid	Valid	228.8	60.2	588.5	293.9	60.6	581.8	300.3	103.2	230.6	85.9															Fixation	100.0	1.0	964.0	347.0												
370	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			965.0	349.0	1092.0	376.0	839.0	321.0	0.12035	0.07256	-0.99008	-0.108	0.04726	-0.99303	2.6	2.65	Valid	Valid	228.8	60.3	588.5	293.9	60.7	581.9	300.3	103.4	230.6	88.3															Fixation	100.0	1.0	964.0	347.0												
378	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			964.0	349.0	1091.0	372.0	837.0	327.0	0.11959	0.07076	-0.9903	-0.1086	0.04975	-0.99284	2.6	2.65	Valid	Valid	228.8	60.3	588.5	293.9	60.6	582.0	299.9	102.4	230.3	89.8															Fixation	100.0	1.0	964.0	347.0												
387	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			962.0	349.0	1088.0	377.0	837.0	322.0	0.1185	0.07264	-0.99029	-0.10903	0.04725	-0.99291	2.6	2.64	Valid	Valid	228.8	60.4	588.5	293.9	60.8	581.7	299.3	103.6	230.0	88.5															Fixation	100.0	1.0	964.0	347.0												
395	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			964.0	347.0	1090.0	374.0	837.0	321.0	0.11942	0.07131	-0.99028	-0.10857	0.04676	-0.99299	2.61	2.65	Valid	Valid	228.8	60.5	588.4	293.9	60.8	581.8	299.8	102.8	230.3	88.2															Fixation	100.0	1.0	964.0	347.0												
403	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			964.0	345.0	1090.0	371.0	838.0	319.0	0.11946	0.0698	-0.99038	-0.10818	0.04577	-0.99308	2.61	2.65	Valid	Valid	228.8	60.5	588.4	293.9	60.8	581.8	299.8	102.0	230.5	87.6															Fixation	100.0	1.0	964.0	347.0												
412	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			963.0	349.0	1088.0	375.0	838.0	322.0	0.11851	0.07179	-0.99035	-0.10846	0.04714	-0.99298	2.61	2.65	Valid	Valid	228.8	60.6	588.4	293.9	60.9	581.7	299.2	103.2	230.4	88.6															Saccade	17.0	2.0														
420	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			965.0	398.0	1061.0	409.0	869.0	387.0	0.1061	0.08726	-0.99052	-0.09373	0.07755	-0.99257	2.62	2.64	Valid	Valid	228.8	60.6	588.5	293.9	60.9	581.8	291.9	112.4	239.0	106.4															Saccade	17.0	2.0														
428	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			963.0	399.0	1059.0	402.0	866.0	397.0	0.10517	0.08391	-0.99091	-0.095	0.08204	-0.99209	2.62	2.63	Valid	Valid	228.8	60.7	588.4	293.9	61.1	581.7	291.3	110.5	238.2	109.2															Fixation	508.0	2.0	963.0	408.0												
437	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			966.0	396.0	1062.0	403.0	870.0	390.0	0.10636	0.08438	-0.99074	-0.09342	0.07846	-0.99253	2.62	2.63	Valid	Valid	228.8	60.8	588.4	293.9	61.2	581.6	292.0	110.9	239.1	107.2															Fixation	508.0	2.0	963.0	408.0												
440	Mouse	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8																																											Fixation	508.0	2.0	963.0	408.0											-88.0	1104.0
445	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			964.0	403.0	1058.0	409.0	870.0	397.0	0.10449	0.08711	-0.9907	-0.09315	0.08192	-0.99228	2.63	2.64	Valid	Valid	228.8	60.9	588.4	293.8	61.3	581.5	290.8	112.6	239.3	109.3															Fixation	508.0	2.0	963.0	408.0												
453	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			963.0	401.0	1058.0	408.0	868.0	394.0	0.10462	0.08618	-0.99077	-0.09402	0.08038	-0.99232	2.62	2.64	Valid	Valid	228.8	60.9	588.3	293.8	61.3	581.5	290.9	112.1	238.7	108.4															Fixation	508.0	2.0	963.0	408.0												
456	Mouse	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8																																											Fixation	508.0	2.0	963.0	408.0											-91.0	1104.0
462	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			961.0	404.0	1056.0	415.0	866.0	393.0	0.10377	0.08922	-0.99059	-0.09502	0.07941	-0.9923	2.64	2.64	Valid	Valid	228.8	61.1	588.2	293.8	61.4	581.4	290.4	114.0	238.1	108.0															Fixation	508.0	2.0	963.0	408.0												
470	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			962.0	397.0	1057.0	404.0	868.0	389.0	0.10416	0.08413	-0.991	-0.09422	0.07782	-0.99251	2.63	2.65	Valid	Valid	228.7	61.1	588.2	293.8	61.5	581.4	290.6	111.1	238.6	107.1															Fixation	508.0	2.0	963.0	408.0												
472	Mouse	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8																																											Fixation	508.0	2.0	963.0	408.0											-103.0	1104.0
478	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			962.0	404.0	1057.0	409.0	867.0	399.0	0.10412	0.08631	-0.99081	-0.09469	0.08213	-0.99211	2.65	2.67	Valid	Valid	228.7	61.2	588.1	293.8	61.6	581.3	290.5	112.5	238.3	109.7															Fixation	508.0	2.0	963.0	408.0												
487	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			964.0	404.0	1054.0	402.0	874.0	406.0	0.10285	0.08309	-0.99122	-0.09115	0.08511	-0.99219	2.65	2.68	Valid	Valid	228.7	61.4	587.9	293.8	61.7	581.2	289.8	110.7	240.4	111.6															Fixation	508.0	2.0	963.0	408.0												
488	Mouse	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8																																											Fixation	508.0	2.0	963.0	408.0											-131.0	1104.0
495	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			960.0	402.0	1054.0	407.0	866.0	398.0	0.10323	0.08494	-0.99102	-0.09507	0.08128	-0.99215	2.66	2.68	Valid	Valid	228.7	61.4	587.9	293.8	61.8	581.1	290.0	111.8	238.1	109.4															Fixation	508.0	2.0	963.0	408.0												
503	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			961.0	404.0	1055.0	411.0	867.0	396.0	0.10365	0.08674	-0.99082	-0.09476	0.08033	-0.99225	2.66	2.68	Valid	Valid	228.8	61.5	587.8	293.8	61.9	581.1	290.2	113.0	238.3	108.9															Fixation	508.0	2.0	963.0	408.0												
504	Mouse	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8																																											Fixation	508.0	2.0	963.0	408.0											-170.0	1101.0
512	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			965.0	407.0	1058.0	412.0	872.0	402.0	0.1047	0.08687	-0.9907	-0.09225	0.08297	-0.99227	2.68	2.72	Valid	Valid	228.8	61.6	587.7	293.8	62.0	581.0	290.9	113.2	239.8	110.6															Fixation	508.0	2.0	963.0	408.0												
520	Mouse	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8																																											Fixation	508.0	2.0	963.0	408.0											-183.0	1098.0
520	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			961.0	405.0	1056.0	408.0	865.0	402.0	0.10412	0.08508	-0.99092	-0.09564	0.0827	-0.99198	2.67	2.72	Valid	Valid	228.8	61.7	587.6	293.8	62.1	580.9	290.5	112.2	237.8	110.5															Fixation	508.0	2.0	963.0	408.0												
528	Eye Tracker	Project19	Participant4	Recording4	289558	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.0	0.5	1.5	1.3	0.04	0.13	0.12	2	5	5	5.9	2.8	2.3	0.56	0.27	0.22	21	10	8			963.0	405.0	1061.0	412.0	864.0	398.0	0.10629	0.08685	-0.99053	-0.09601	0.08075	-0.9921	2.7	2.73	Valid	Valid	228.8	61.8	587.6	293.8	62.2	580.7	291.8	113.3	237.6	109.5															Fixation	508.0	2.0	963.0	408.0												
