Recording timestamp	Sensor	Project name	Participant name	Recording name	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (DACSpx)	Presented Media position Y (DACSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height	Mouse position X	Mouse position Y
0.0		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																				RecordingStart																																																										
1000.0		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																				WebStimulusStart	Web Page																																																									
100000.0		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																				URLStart	Question 1 – Treemap ([2001:7c0:2320:2:f816:3eff:fe26:d8f1])																																																									
100000.0		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						960.0	934.2	960.0	934.2	960.0	934.2																					0.5	0.865	0.5	0.865	0.5	0.865									Fixation	355.5833059480775	1.0	960.0	934.2	0.5	0.865										
100850.0		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						691.1999999999999	270.0	691.1999999999999	270.0	691.1999999999999	270.0																					0.36	0.25	0.36	0.25	0.36	0.25									Fixation	474.6666666666667	2.0	691.1999999999999	270.0	0.36	0.25										
101518.333		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						883.2	950.4	883.2	950.4	883.2	950.4																					0.46	0.88	0.46	0.88	0.46	0.88									Fixation	355.5833059480775	3.0	883.2	950.4	0.46	0.88										
102186.667		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						844.8	324.0	844.8	324.0	844.8	324.0																					0.44	0.3	0.44	0.3	0.44	0.3									Fixation	474.6666666666667	4.0	844.8	324.0	0.44	0.3										
102855.0		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						1036.8000000000002	950.4	1036.8000000000002	950.4	1036.8000000000002	950.4																					0.54	0.88	0.54	0.88	0.54	0.88									Fixation	355.5833059480775	5.0	1036.8000000000002	950.4	0.54	0.88										
103523.333		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						902.4	486.0	902.4	486.0	902.4	486.0																					0.47	0.45	0.47	0.45	0.47	0.45									Fixation	474.6666666666667	6.0	902.4	486.0	0.47	0.45										
104191.667		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						960.0	972.0	960.0	972.0	960.0	972.0																					0.5	0.9	0.5	0.9	0.5	0.9									Fixation	355.5833059480775	7.0	960.0	972.0	0.5	0.9										
104860.0		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						960.0	729.0	960.0	729.0	960.0	729.0																					0.5	0.675	0.5	0.675	0.5	0.675									Fixation	624.6153846153846	8.0	960.0	729.0	0.5	0.675										
105401.081		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						960.0	934.2	960.0	934.2	960.0	934.2																					0.5	0.865	0.5	0.865	0.5	0.865									Fixation	355.5833059480775	9.0	960.0	934.2	0.5	0.865										
105942.162		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						691.1999999999999	486.0	691.1999999999999	486.0	691.1999999999999	486.0																					0.36	0.45	0.36	0.45	0.36	0.45									Fixation	474.6666666666667	10.0	691.1999999999999	486.0	0.36	0.45										
106483.243		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						960.0	783.0	960.0	783.0	960.0	783.0																					0.5	0.725	0.5	0.725	0.5	0.725									Fixation	624.6153846153846	11.0	960.0	783.0	0.5	0.725										
107024.324		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						883.2	950.4	883.2	950.4	883.2	950.4																					0.46	0.88	0.46	0.88	0.46	0.88									Fixation	355.5833059480775	12.0	883.2	950.4	0.46	0.88										
107565.405		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						940.8	259.2	940.8	259.2	940.8	259.2																					0.49	0.24	0.49	0.24	0.49	0.24									Fixation	474.6666666666667	13.0	940.8	259.2	0.49	0.24										
108106.486		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						960.0	837.0	960.0	837.0	960.0	837.0																					0.5	0.775	0.5	0.775	0.5	0.775									Fixation	624.6153846153846	14.0	960.0	837.0	0.5	0.775										
108647.568		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						1036.8000000000002	950.4	1036.8000000000002	950.4	1036.8000000000002	950.4																					0.54	0.88	0.54	0.88	0.54	0.88									Fixation	355.5833059480775	15.0	1036.8000000000002	950.4	0.54	0.88										
109188.649		Project19	Participant28	Recording11	297076	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920																						691.1999999999999	270.0	691.1999999999999	270.0	691.1999999999999	270.0																					0.36	0.25	0.36	0.25	0.36	0.25									Fixation	474.6666666666667	16.0	691.1999999999999	270.0	0.36	0.25										
