t,x,y
116794,0.4521,0.1813
117012,0.3643,0.1288
117246,0.3925,0.1299
117462,0.4298,0.1292
117671,0.4593,0.1312
117929,0.4801,0.1323
118129,0.5185,0.1354
118379,0.5465,0.1342
118779,0.5787,0.135
119021,0.6068,0.1318
119237,0.6388,0.1331
119821,0.6231,0.2396
119987,0.617,0.2773
120204,0.5765,0.2997
120421,0.5271,0.3367
120846,0.6146,0.3029
121362,0.5314,0.4871
121537,0.5327,0.4417
121896,0.4952,0.4614
122146,0.5588,0.4574
122546,0.4909,0.463
122926,0.4669,0.5111
123062,0.4591,0.4694
126704,0.4821,0.4991
126870,0.4726,0.5965
127271,0.4948,0.5947
127446,0.5028,0.7449
127946,0.4974,0.7153
128171,0.5146,0.7128
128488,0.5129,0.6771
128696,0.5034,0.859
128988,0.5003,0.8247
129229,0.5048,0.9065
129521,0.3716,0.3991
129771,0.3737,0.3015
130229,0.6155,0.293
130579,0.5184,0.9544
130696,0.5229,0.9041
130879,0.49,0.5968
131288,0.4839,0.5005
131621,0.473,0.4659
131804,0.4955,0.7363
132029,0.511,0.7256
132154,0.6682,0.6954
132438,0.5209,0.8752
132613,0.4898,0.4595
132863,0.4434,0.1796
