t,x,y
174722,0.5563,0.369
174963,0.468,0.1484
175129,0.3993,0.1321
175304,0.3853,0.1244
175446,0.415,0.127
175696,0.4336,0.1278
175918,0.4573,0.1283
176121,0.5029,0.1318
176388,0.5361,0.1326
176679,0.5134,0.1318
176846,0.5518,0.1336
177063,0.5765,0.136
177763,0.6146,0.1294
178013,0.5533,0.2585
178171,0.5335,0.2381
178596,0.5922,0.1214
178771,0.5451,0.1307
178963,0.4981,0.1302
179204,0.5199,0.1407
179363,0.358,0.3867
179688,0.4108,0.526
179854,0.4559,0.5845
180046,0.6227,0.4915
180229,0.6385,0.4187
180396,0.6267,0.3973
180846,0.6454,0.4549
181054,0.6272,0.4081
182021,0.5385,0.1511
182179,0.5483,0.137
182346,0.4166,0.1272
182504,0.3887,0.1254
182721,0.4389,0.1308
182938,0.4736,0.1296
183154,0.5135,0.1311
183396,0.6581,0.093
183629,0.5436,0.1869
183754,0.5448,0.1644
183871,0.561,0.1386
184063,0.5899,0.136
184213,0.5113,0.1434
184546,0.3546,0.3344
184738,0.3595,0.4623
185138,0.3596,0.413
185479,0.3588,0.3757
185679,0.3615,0.3263
185979,0.3627,0.2745
186479,0.405,0.2279
186604,0.4642,0.1714
186879,0.4471,0.5976
187113,0.5107,0.6262
187346,0.56,0.6304
187702,0.5048,0.5977
187871,0.491,0.578
188046,0.4252,0.5529
188171,0.4953,0.4202
188421,0.5089,0.4076
188638,0.5758,0.3049
188829,0.5932,0.3052
189721,0.6004,0.2927
189904,0.5621,0.1451
190229,0.6032,0.1369
190438,0.4844,0.1299
190629,0.4125,0.1318
190821,0.5515,0.1374
191113,0.586,0.1911
191263,0.5945,0.2958
191446,0.5049,0.7045
192046,0.5183,0.7167
192396,0.5105,0.916
192502,0.5164,0.898
192779,0.5273,0.4096
192971,0.5455,0.3994
193296,0.5077,0.7462
193571,0.6784,0.7022
193829,0.5215,0.9098
194071,0.5289,0.3139
194204,0.5429,0.1775
194429,0.4065,0.1516
