answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,0,1,2,1,0,0,0,Participant38,7
1,0,2,1,0,4,2,0,Participant38,7
0,1,0,0,0,0,1,2,Participant38,7
1,2,0,0,0,1,2,0,Participant38,7
0,1,0,0,0,1,1,0,Participant38,7
2,3,0,0,1,0,0,0,Participant38,7
0,2,0,1,0,0,0,3,Participant38,7
1,1,1,1,1,0,0,0,Participant38,7
