t,x,y
113512,0.5097,0.8027
113569,0.4954,0.577
113936,0.4359,0.227
114102,0.385,0.1182
114411,0.3628,0.1238
114625,0.4044,0.1207
115057,0.4433,0.1392
115441,0.4879,0.1424
115661,0.5096,0.1418
115869,0.5458,0.1385
116169,0.5702,0.1415
116411,0.6299,0.1336
116694,0.6523,0.1306
116911,0.4172,0.1553
117086,0.3853,0.1594
117411,0.4423,0.1747
117665,0.4857,0.1632
117841,0.4376,0.1606
118049,0.4681,0.1674
118225,0.4932,0.1648
118894,0.5479,0.1651
119094,0.588,0.1629
119441,0.6019,0.1645
119561,0.4579,0.2116
119869,0.4606,0.2488
120077,0.4361,0.2187
120386,0.49,0.2134
120611,0.4194,0.3121
120936,0.4326,0.2556
121169,0.4507,0.1883
121394,0.4381,0.295
121752,0.4052,0.1639
121986,0.3971,0.355
122219,0.5454,0.411
122561,0.4264,0.2914
122902,0.3935,0.385
123069,0.4005,0.363
123502,0.4335,0.5926
123702,0.5162,0.1324
123844,0.6585,0.1253
124144,0.4741,0.1241
124477,0.5098,0.1334
124686,0.5656,0.1262
124961,0.6379,0.1239
125136,0.6485,0.1337
125265,0.4107,0.1725
125602,0.4442,0.1642
125877,0.4928,0.1661
126286,0.5447,0.1709
126436,0.4454,0.1665
126702,0.4773,0.159
126969,0.4679,0.139
127202,0.4884,0.155
127661,0.508,0.1584
127969,0.5333,0.1652
128161,0.555,0.1754
128311,0.5604,0.4171
128736,0.5166,0.3948
128844,0.5423,0.3991
129077,0.4438,0.2734
129361,0.4852,0.2912
129911,0.4109,0.2882
130102,0.3817,0.2938
130427,0.464,0.4318
130657,0.664,0.1408
130833,0.6586,0.0854
131052,0.5041,0.7242
131327,0.4331,0.3585
131519,0.4043,0.3585
131811,0.4186,0.2885
132011,0.3858,0.2929
132552,0.484,0.6867
132711,0.5088,0.7029
133577,0.5112,0.8171
134152,0.5798,0.4189
134311,0.5455,0.4111
