t,x,y
119479,0.4599,0.7087
119706,0.4677,0.5447
119873,0.4362,0.2961
120056,0.4142,0.2505
120206,0.4197,0.1447
120398,0.3532,0.1438
120606,0.3329,0.1384
120881,0.3728,0.1437
121131,0.398,0.1495
121398,0.4366,0.155
121648,0.5074,0.1625
122114,0.5418,0.1657
122348,0.5838,0.1597
122481,0.5596,0.1561
122639,0.5216,0.1542
122873,0.5961,0.1005
123073,0.6247,0.1017
123398,0.5565,0.104
123564,0.5203,0.1145
123906,0.5029,0.122
124323,0.5324,0.1136
124498,0.5804,0.1102
124723,0.6281,0.1102
125056,0.3661,0.2
125231,0.3541,0.2019
125406,0.4003,0.1992
125673,0.4403,0.1873
126056,0.4784,0.1767
126273,0.5089,0.1805
126539,0.4939,0.1735
126823,0.5441,0.1989
127023,0.5694,0.1838
127289,0.5554,0.1793
127481,0.5843,0.1242
127689,0.5722,0.1294
127981,0.6077,0.1289
128164,0.4754,0.4121
128356,0.3815,0.4007
128523,0.3745,0.3475
128823,0.5329,0.3897
129073,0.5477,0.4012
129731,0.3733,0.3344
130139,0.4962,0.7646
130446,0.5094,0.7555
130638,0.5051,0.6965
130906,0.5051,0.745
131198,0.5233,0.4072
131398,0.5399,0.3961
131573,0.5726,0.2183
131789,0.4495,0.2241
131981,0.4151,0.2345
132123,0.4145,0.2861
132306,0.4721,0.2999
132764,0.4851,0.3058
132923,0.3527,0.2929
133298,0.5129,0.2824
133464,0.5195,0.2228
133623,0.4815,0.1603
133756,0.422,0.1528
134048,0.5406,0.1623
134306,0.4848,0.8298
134831,0.5016,0.7051
135256,0.6263,0.6716
135415,0.6548,0.6886
135598,0.4947,0.7191
135856,0.505,0.6582
135998,0.6624,0.634
136406,0.5465,0.1939
136656,0.4395,0.1692
136890,0.5602,0.1451
