t,x,y
224374,0.4867,0.5329
224992,0.4202,0.1866
225115,0.3475,0.1221
226392,0.4998,0.1266
227175,0.6295,0.0976
227375,0.5307,0.1176
227939,0.5988,0.3656
228101,0.6019,0.3645
228392,0.4912,0.4139
228539,0.4996,0.4579
228751,0.4669,0.5505
228967,0.5234,0.9119
229147,0.5101,0.8623
229315,0.5371,0.7529
229542,0.5385,0.576
229734,0.5046,0.5981
229901,0.4759,0.5541
230109,0.5142,0.591
230284,0.511,0.5825
230584,0.4503,0.5267
232634,0.5692,0.4458
232901,0.5048,0.4277
233242,0.555,0.7877
233426,0.5302,0.7959
233609,0.5347,0.7619
233992,0.5474,0.5748
234209,0.5869,0.4032
234484,0.5271,0.4424
234692,0.501,0.8495
235109,0.5195,0.6962
235301,0.5433,0.5675
235567,0.4775,0.3988
235967,0.5252,0.3894
236192,0.5103,0.485
236634,0.58,0.4314
236992,0.5747,0.4092
237534,0.5641,0.4116
238292,0.5334,0.4095
239159,0.5594,0.4481
239376,0.5595,0.4306
239634,0.5906,0.3712
239915,0.578,0.388
240291,0.5364,0.5133
241159,0.6154,0.4008
241551,0.54,0.691
241801,0.531,0.7841
242017,0.5323,0.8744
242851,0.5292,0.9101
243001,0.5312,0.8119
243501,0.535,0.7576
244059,0.5534,0.7809
244734,0.5848,0.552
245226,0.5878,0.5247
245409,0.5738,0.1352
245784,0.6356,0.1464
245917,0.4523,0.1588
246342,0.5317,0.9247
246926,0.4613,0.1442
247442,0.5475,0.1383
247801,0.5963,0.4492
248142,0.5095,0.3873
248367,0.5414,0.5348
248626,0.5501,0.5113
249076,0.5304,0.5154
249417,0.5999,0.4352
249901,0.5616,0.4403
250109,0.5522,0.7423
250326,0.5375,0.7758
250526,0.5386,0.7517
250767,0.5361,0.8417
251159,0.5408,0.8876
251559,0.5395,0.9257
251859,0.5481,0.7848
252176,0.5487,0.5685
252392,0.5836,0.5269
252826,0.5415,0.8106
