t,x,y
209232,0.5024,0.5461
209527,0.4513,0.2599
209686,0.5008,0.1657
209802,0.4045,0.1322
210094,0.4363,0.135
210302,0.4617,0.1367
210536,0.5048,0.1387
210852,0.4902,0.1398
211027,0.5549,0.1412
211486,0.5379,0.1489
211825,0.5486,0.146
212044,0.5862,0.1356
212269,0.6267,0.1218
212527,0.4479,0.1259
212711,0.3991,0.1226
212944,0.4337,0.1232
213269,0.4643,0.1256
213477,0.4914,0.1297
213769,0.5431,0.1303
214252,0.5828,0.1291
214586,0.5063,0.1138
214936,0.5271,0.1245
215177,0.5799,0.1196
215452,0.6208,0.1188
215736,0.4982,0.1742
216494,0.6219,0.1262
216686,0.5441,0.1226
217219,0.4294,0.2136
217386,0.4156,0.2935
217611,0.4497,0.5734
217857,0.4659,0.5782
218265,0.4796,0.4043
218452,0.4795,0.5593
218865,0.4931,0.1766
219202,0.4765,0.1178
219436,0.4154,0.1203
219711,0.4631,0.1179
219952,0.489,0.1207
220211,0.5445,0.1238
220652,0.5292,0.1201
221219,0.5717,0.1159
221361,0.4998,0.1278
221636,0.5227,0.1225
221869,0.548,0.125
222102,0.5851,0.1296
222452,0.5693,0.1311
222702,0.6198,0.12
222944,0.6682,0.0626
223219,0.5181,0.3717
223394,0.5367,0.6466
223602,0.5044,0.6637
223861,0.5009,0.5154
224009,0.4889,0.5687
224225,0.4766,0.5483
224394,0.4373,0.3591
224577,0.4195,0.3629
224711,0.4278,0.4764
225002,0.4768,0.4618
225577,0.4535,0.3538
225752,0.4186,0.2175
226077,0.5165,0.1973
226294,0.5082,0.1821
226494,0.5456,0.1772
226736,0.4782,0.4527
226902,0.4634,0.5637
227086,0.4221,0.5022
227294,0.4168,0.3927
227577,0.4048,0.3124
227827,0.4157,0.3065
228077,0.4052,0.3791
228193,0.422,0.4917
228527,0.419,0.4675
228719,0.4212,0.4354
228911,0.4433,0.4455
229077,0.4708,0.449
229361,0.423,0.4398
229519,0.4755,0.4431
230065,0.4839,0.5188
230194,0.4716,0.4516
230577,0.4743,0.5521
230977,0.4868,0.574
231344,0.4681,0.4456
231652,0.5013,0.2127
231844,0.5047,0.1852
231961,0.5366,0.1813
232236,0.4853,0.3966
232427,0.5395,0.1362
232661,0.5822,0.13
233052,0.4873,0.5302
233252,0.4761,0.5723
233419,0.4521,0.5739
233611,0.4383,0.573
233786,0.4466,0.5634
234002,0.4462,0.4488
234336,0.4416,0.3715
234585,0.4491,0.3434
