t,x,y
75916,0.4692,0.4384
76170,0.4869,0.2777
76378,0.3623,0.1328
76542,0.3437,0.1453
76828,0.371,0.1492
77158,0.4091,0.1513
77445,0.4547,0.1562
77710,0.4779,0.1572
78126,0.5022,0.1587
78653,0.5202,0.1568
78886,0.561,0.1529
79628,0.6093,0.1503
80179,0.4572,0.5813
80495,0.4811,0.5932
80804,0.3788,0.3516
81150,0.3793,0.3935
81420,0.4899,0.5609
82029,0.4906,0.311
82579,0.4026,0.3216
82879,0.3831,0.3448
83237,0.4658,0.3866
83604,0.4956,0.3636
85620,0.3926,0.3139
85879,0.4079,0.301
86270,0.5108,0.7294
86429,0.4943,0.7338
86962,0.4975,0.7863
87379,0.4858,0.3331
87529,0.4864,0.2992
88054,0.3976,0.304
88287,0.4076,0.3187
88529,0.4086,0.2936
88837,0.4855,0.307
89387,0.4132,0.2968
89745,0.4975,0.8054
90037,0.4971,0.7656
90486,0.4999,0.7108
91037,0.4507,0.2945
91178,0.4862,0.3006
91895,0.3996,0.3061
92228,0.4122,0.3024
92520,0.498,0.7525
93126,0.4984,0.7902
93862,0.4973,0.7256
94334,0.5004,0.6913
94750,0.4989,0.8161
95070,0.4992,0.7596
95753,0.4966,0.7414
95987,0.4924,0.8582
96437,0.4968,0.7711
96903,0.4947,0.6965
97262,0.5039,0.9137
97528,0.4234,0.34
97870,0.4975,0.2468
