t,x,y
103645,0.4915,0.906
103700,0.4702,0.63
103950,0.4434,0.2848
104116,0.3717,0.2235
104316,0.354,0.1932
104514,0.4219,0.1833
104691,0.4566,0.1871
104866,0.5002,0.1833
105100,0.536,0.1844
105333,0.5896,0.1782
105558,0.5675,0.1852
105808,0.5996,0.1924
106175,0.5929,0.3249
106591,0.4814,0.4799
106941,0.4684,0.4645
107641,0.4937,0.4609
107783,0.4631,0.5133
107975,0.4572,0.5748
108250,0.5214,0.4602
108750,0.4464,0.4575
109016,0.4636,0.7666
109383,0.4827,0.7283
109706,0.5034,0.7313
110583,0.4833,0.8796
111133,0.3509,0.3664
111483,0.3654,0.2926
111958,0.3595,0.3522
112233,0.3764,0.2995
112550,0.4289,0.5027
112775,0.449,0.4627
113441,0.4794,0.4657
113700,0.4643,0.4647
113975,0.4287,0.2072
114216,0.4927,0.1613
114416,0.5436,0.1829
114875,0.4188,0.4694
115216,0.4664,0.4667
115616,0.4495,0.4579
116366,0.5515,0.4739
116600,0.4739,0.5992
116766,0.4756,0.5665
116941,0.4924,0.9343
117066,0.4884,0.8762
118108,0.4874,0.7011
118400,0.6597,0.7264
118891,0.4693,0.8107
