t,x,y
344623,0.6314,0.175
344716,0.6616,0.1319
344874,0.4904,0.3689
345232,0.3392,0.1698
345516,0.3723,0.1396
346016,0.441,0.1416
346281,0.4018,0.133
346897,0.4571,0.1241
347157,0.4862,0.1267
347341,0.4998,0.1252
347774,0.5818,0.1368
347974,0.6231,0.1299
348349,0.5822,0.1255
348491,0.6483,0.1261
348924,0.4375,0.1492
349241,0.4491,0.1479
349957,0.4397,0.1468
350199,0.5307,0.1418
350399,0.5206,0.147
350932,0.426,0.1531
351141,0.3543,0.118
351599,0.3421,0.1125
351937,0.385,0.1075
352345,0.4603,0.1217
352516,0.4228,0.1221
352905,0.5134,0.1186
353107,0.5405,0.1213
353321,0.5954,0.1303
353745,0.6343,0.136
353974,0.672,0.1336
354521,0.4513,0.1379
354713,0.534,0.1467
355157,0.438,0.126
355382,0.4567,0.1134
356224,0.5528,0.1374
356407,0.5908,0.1411
356549,0.5354,0.1403
356974,0.5941,0.1469
357166,0.4794,0.1541
357897,0.4572,0.5904
358241,0.4053,0.5409
358699,0.4008,0.3443
358937,0.3999,0.3083
359349,0.4053,0.2334
359549,0.4898,0.2672
359924,0.5257,0.2354
360291,0.5722,0.2056
360491,0.4998,0.2704
360907,0.4495,0.1986
361224,0.4823,0.1944
362049,0.5534,0.1852
362207,0.6754,0.063
362766,0.4984,0.7066
362991,0.4968,0.6553
363191,0.5766,0.606
363816,0.5959,0.1074
364016,0.6704,0.0902
364457,0.3538,0.128
365041,0.4865,0.1383
365657,0.4754,0.166
366032,0.4732,0.3702
366666,0.3668,0.2677
366874,0.3785,0.3122
367024,0.378,0.3388
367505,0.4932,0.5945
367741,0.6551,0.08
368357,0.4969,0.7602
368591,0.5016,0.7106
369366,0.501,0.415
369841,0.5825,0.697
370466,0.4884,0.815
370807,0.6076,0.3005
371107,0.3789,0.2292
371624,0.3479,0.1318
371749,0.3387,0.118
372191,0.3888,0.1583
372532,0.3465,0.2275
373774,0.3121,0.1561
373913,0.3355,0.1471
374724,0.3715,0.2199
