t,x,y
217447,0.5098,0.2897
217523,0.4926,0.2631
217723,0.4675,0.1815
217915,0.3648,0.1439
218123,0.3919,0.1593
218306,0.4413,0.1642
218581,0.5013,0.166
218831,0.5571,0.1636
219165,0.5913,0.1641
219481,0.471,0.2559
219640,0.447,0.2086
219881,0.4955,0.2036
220140,0.5394,0.197
220323,0.5149,0.5153
220556,0.4953,0.5435
220965,0.5027,0.5259
221256,0.5029,0.5032
221706,0.5047,0.5202
222265,0.5009,0.4692
222490,0.5031,0.5226
222856,0.498,0.5119
223140,0.504,0.4585
223515,0.5072,0.5256
223773,0.5056,0.4555
224031,0.5003,0.6412
224231,0.496,0.692
224498,0.5038,0.4805
224773,0.4689,0.4466
224940,0.471,0.385
225140,0.4913,0.3882
225431,0.503,0.3911
225681,0.4949,0.7206
225931,0.4935,0.6735
226262,0.51,0.6692
226506,0.4948,0.7658
226931,0.4903,0.8438
227331,0.4834,0.5155
227665,0.5108,0.7691
227873,0.5193,0.9485
228373,0.4873,0.4136
