t,x,y
402147,0.4972,0.2985
404834,0.4714,0.0929
405010,0.4974,0.1102
405243,0.5334,0.1225
405843,0.5699,0.1147
406593,0.607,0.141
406843,0.6557,0.1351
407226,0.4778,0.1633
407526,0.4651,0.1683
407868,0.4823,0.1735
408126,0.5086,0.183
408551,0.5238,0.4492
408976,0.5969,0.2106
409210,0.6131,0.3116
409643,0.5619,0.4956
409893,0.5866,0.4613
410185,0.5791,0.1835
410443,0.5486,0.1709
410660,0.5107,0.1455
411018,0.4759,0.1546
411143,0.466,0.1601
414560,0.5284,0.4406
414726,0.5483,0.5971
415118,0.6067,0.3236
415401,0.6133,0.3371
415835,0.5555,0.4913
416001,0.5459,0.4434
416226,0.5614,0.4407
416735,0.5593,0.6179
416893,0.4985,0.6936
417618,0.5022,0.7736
417909,0.58,0.4221
418293,0.5699,0.4693
418609,0.5597,0.4083
418734,0.5394,0.4753
419318,0.5891,0.3824
419893,0.5656,0.5609
420734,0.5191,0.5879
420901,0.4757,0.5834
421301,0.519,0.5798
421518,0.5486,0.5827
421751,0.5499,0.5664
421984,0.5483,0.4669
423851,0.5474,0.3833
424259,0.4094,0.3769
424859,0.5125,0.7189
425026,0.5026,0.7797
425526,0.5015,0.7602
425634,0.4975,0.7815
426276,0.5515,0.3831
426484,0.5887,0.1762
426643,0.6135,0.2899
427218,0.5534,0.3546
427626,0.5358,0.3247
427809,0.5688,0.5622
427968,0.5785,0.6147
429026,0.514,0.6422
429301,0.4968,0.6611
429568,0.5372,0.4764
430026,0.5413,0.4468
430585,0.5452,0.4786
430810,0.42,0.4768
430960,0.4036,0.4767
431068,0.4027,0.4933
431693,0.5224,0.5343
433301,0.4152,0.4661
433418,0.4054,0.4745
433751,0.4984,0.6908
433943,0.4993,0.7599
435043,0.4067,0.5208
435351,0.4946,0.4571
435510,0.5034,0.6888
435751,0.5016,0.7218
436510,0.4791,0.5054
436701,0.4118,0.483
437043,0.5068,0.8778
437410,0.5004,0.7275
437743,0.4901,0.6155
