t,x,y
228443,0.4873,0.4136
228681,0.4598,0.2891
228806,0.4777,0.217
229373,0.3265,0.1682
229506,0.3411,0.1687
229615,0.3853,0.188
229806,0.4188,0.1826
230048,0.4695,0.1822
230340,0.4877,0.1339
230665,0.5165,0.1297
230923,0.5378,0.1264
231098,0.5667,0.1224
231465,0.5971,0.1199
231748,0.6266,0.1143
231973,0.6518,0.1136
232173,0.4941,0.1402
232765,0.494,0.1983
233440,0.5361,0.2312
233656,0.4852,0.2228
233840,0.472,0.2303
234181,0.527,0.2167
234406,0.5268,0.5236
234640,0.5054,0.5934
234931,0.5806,0.2346
235048,0.599,0.1482
235181,0.6286,0.1073
235398,0.5818,0.1141
235581,0.4988,0.1394
235806,0.5059,0.5652
236015,0.4779,0.5599
236215,0.46,0.5561
236581,0.4814,0.5177
236831,0.4935,0.3835
236998,0.4924,0.2453
237956,0.3921,0.2839
238223,0.4019,0.2865
239115,0.3991,0.2799
239973,0.498,0.7405
240231,0.5104,0.7771
240456,0.5061,0.8129
240723,0.5095,0.8519
241023,0.5113,0.7551
241506,0.5099,0.7165
241890,0.511,0.7937
242165,0.4736,0.3123
242348,0.397,0.276
242898,0.4663,0.2898
243115,0.4877,0.2884
243531,0.42,0.2872
243806,0.4955,0.3014
244498,0.4959,0.558
244798,0.4839,0.5744
244948,0.4933,0.558
245131,0.4938,0.4008
245298,0.4833,0.2901
245615,0.4948,0.318
245990,0.4851,0.3089
246365,0.5066,0.8008
246848,0.51,0.8611
247073,0.5127,0.7356
247556,0.511,0.7611
248015,0.5118,0.696
248431,0.4776,0.3054
248723,0.4123,0.2903
249131,0.4996,0.3064
