regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,3,575.0,191.66666666666666
3,4,784.0,196.0
4,5,908.0,181.6
5,6,1193.0,198.83333333333334
6,0,0.0,0.0
7,0,0.0,0.0
8,4,725.0,181.25
9,0,0.0,0.0
10,0,0.0,0.0
11,9,1650.0,183.33333333333334
12,0,0.0,0.0
13,0,0.0,0.0
14,1,133.0,133.0
15,1,158.0,158.0
16,1,117.0,117.0
17,3,675.0,225.0
18,0,0.0,0.0
19,0,0.0,0.0
20,3,567.0,189.0
21,1,483.0,483.0
22,3,492.0,164.0
23,2,441.0,220.5
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,3,1208.0,402.6666666666667
28,6,1309.0,218.16666666666666
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,2,825.0,412.5
34,0,0.0,0.0
35,0,0.0,0.0
36,0,0.0,0.0
