t,x,y
206702,0.3821,0.0751
207073,0.3813,0.1155
207206,0.43,0.1294
207315,0.4728,0.1263
207523,0.5124,0.1329
207673,0.5441,0.1444
208040,0.5826,0.1355
208240,0.5672,0.1345
208365,0.5363,0.143
208556,0.5742,0.1472
208765,0.602,0.1442
208998,0.6466,0.1313
209198,0.4787,0.1477
209406,0.3773,0.1402
209648,0.4279,0.1445
209848,0.473,0.1734
210115,0.4979,0.1702
210290,0.5344,0.173
210506,0.6231,0.3325
210715,0.5902,0.6077
210948,0.5968,0.2062
211106,0.5794,0.1546
211265,0.544,0.16
211465,0.4854,0.1611
211856,0.5409,0.5659
212015,0.5419,0.6073
212140,0.5252,0.597
212323,0.5506,0.5974
212531,0.5475,0.5777
212690,0.5458,0.5009
212948,0.5506,0.4516
213148,0.6251,0.3486
213465,0.6187,0.3344
213973,0.5549,0.4464
214181,0.5445,0.4431
214748,0.4077,0.4477
215115,0.4035,0.3883
215490,0.5446,0.397
216156,0.5479,0.4576
216515,0.4115,0.4539
216906,0.4038,0.3887
217431,0.5679,0.3618
217598,0.6193,0.3421
218023,0.558,0.3509
218315,0.5485,0.3845
218756,0.544,0.3293
218973,0.4132,0.3263
219265,0.4059,0.3849
219581,0.5428,0.3868
219756,0.5357,0.7396
219928,0.5082,0.7476
220080,0.5085,0.7058
220198,0.5107,0.6891
220890,0.506,0.9036
221115,0.5096,0.8865
221306,0.5107,0.8056
221698,0.663,0.762
221923,0.5195,0.7419
222090,0.5103,0.7451
222381,0.5246,0.4071
222515,0.5507,0.3785
222723,0.6207,0.3426
223306,0.5625,0.2002
223548,0.6396,0.1518
223806,0.6113,0.3919
223923,0.6271,0.3515
224173,0.5492,0.4974
224656,0.5355,0.8888
224965,0.5365,0.1333
225181,0.4128,0.1015
225365,0.3969,0.0884
