t,x,y
175300,0.4735,0.2801
175525,0.5249,0.3652
175841,0.5114,0.31
176142,0.5007,0.1938
176450,0.4412,0.1887
176675,0.3657,0.233
176875,0.5142,0.2383
177250,0.4875,0.2369
177467,0.6343,0.1858
177934,0.5213,0.1938
178667,0.4598,0.2488
178950,0.546,0.1955
179259,0.4297,0.1929
179700,0.527,0.1965
179984,0.5033,0.3117
180367,0.5205,0.3258
180525,0.5922,0.211
180692,0.6001,0.1988
180975,0.6501,0.1855
181209,0.5238,0.2024
181584,0.4772,0.4202
181775,0.4809,0.3616
182084,0.5341,0.4713
182625,0.5498,0.4739
183100,0.5616,0.4026
183525,0.5091,0.4563
183742,0.5165,0.3945
184092,0.5446,0.3943
184625,0.5103,0.4884
184975,0.5093,0.3791
185559,0.5252,0.4767
185784,0.495,0.7834
186009,0.503,0.669
186292,0.5473,0.4395
186667,0.5243,0.4995
187250,0.563,0.5643
187367,0.5858,0.4008
187942,0.5509,0.6039
188150,0.5162,0.6419
188417,0.5205,0.74
188575,0.5167,0.7123
188825,0.5189,0.6791
189092,0.5016,0.3723
189409,0.5412,0.3813
189992,0.5331,0.537
190192,0.547,0.473
190734,0.5278,0.5122
191225,0.5779,0.4742
191525,0.5494,0.4299
192159,0.5212,0.4986
192517,0.5174,0.6688
192625,0.4939,0.7611
193159,0.4994,0.7087
193709,0.4976,0.6645
193934,0.5242,0.4415
194142,0.5263,0.5197
194567,0.5307,0.7321
194709,0.5105,0.7754
195117,0.5169,0.6517
195667,0.512,0.8199
196092,0.5403,0.4497
196509,0.5311,0.7179
196667,0.5227,0.6947
197217,0.5021,0.8928
197409,0.4708,0.3338
197873,0.5357,0.4513
