t,x,y
134059,0.464,0.3293
134236,0.4959,0.4993
134411,0.4674,0.2162
134552,0.4361,0.175
134711,0.3923,0.1305
135052,0.4304,0.1441
135327,0.5013,0.1448
135557,0.5374,0.1443
135885,0.5883,0.142
136252,0.6271,0.1421
136619,0.4813,0.219
136773,0.453,0.1984
137133,0.5303,0.1982
137565,0.5325,0.1872
137777,0.5549,0.2011
137994,0.4365,0.2451
138402,0.4296,0.2645
138519,0.4121,0.2707
138886,0.4468,0.2932
139236,0.4127,0.2828
139411,0.5963,0.2782
140011,0.6048,0.2893
140594,0.5154,0.2087
140811,0.481,0.1881
141019,0.4431,0.1958
141161,0.4649,0.1337
141344,0.534,0.1394
141677,0.4759,0.1428
141919,0.5156,0.1376
142111,0.5382,0.1383
142302,0.5902,0.1402
142544,0.5657,0.1404
142727,0.6094,0.1377
143019,0.6263,0.14
143336,0.5105,0.4207
143752,0.4496,0.4316
144069,0.4444,0.5343
144252,0.4541,0.545
144486,0.4863,0.5404
144686,0.4786,0.4215
145352,0.5257,0.4031
145652,0.5285,0.5445
145844,0.4733,0.5166
146161,0.4752,0.4266
146469,0.5583,0.444
146694,0.5225,0.6972
146877,0.5018,0.6926
147202,0.447,0.1733
147436,0.4076,0.1379
147711,0.5303,0.1428
147969,0.6143,0.1345
148211,0.4695,0.2079
148365,0.4443,0.2042
148586,0.5371,0.1962
148827,0.6045,0.303
149036,0.5048,0.6871
149686,0.4924,0.6937
149933,0.515,0.8263
150386,0.5091,0.6731
150836,0.6512,0.6775
151044,0.5081,0.858
151519,0.4614,0.2183
