answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,1,0,0,0,0,0,0,Participant53,7
0,0,1,2,0,0,0,0,Participant53,7
1,0,0,4,0,1,3,2,Participant53,7
0,1,7,0,1,3,3,0,Participant53,7
0,0,0,0,0,0,1,0,Participant53,7
0,0,1,3,0,0,0,0,Participant53,7
0,0,2,5,0,0,0,0,Participant53,7
0,1,1,0,0,0,0,0,Participant53,7
