Participant,Question,TTFF_seoul,TTFF_y_axis,TTFF_legend,TTFF_answers,TTFF_city_left,TTFF_city_right,TTFF_question,Dwell_seoul,Dwell_y_axis,Dwell_legend,Dwell_answers,Dwell_city_left,Dwell_city_right,Dwell_question,Dwell_ratio_seoul,Dwell_ratio_y_axis,Dwell_ratio_legend,Dwell_ratio_answers,Dwell_ratio_city_left,Dwell_ratio_city_right,Dwell_ratio_question,Transitions,Transitions_per_sec,Sequence_length,First_AOI,Irrelevant_Ratio
Participant55,7,6712,8220,0,4145,1137,254,1595,628.0518912615698,2729.8028569346257,1860.6060053931928,706.4900517454996,10622.198637125573,1081.1438670650828,437.55921580059766,0.025122075650462792,0.10919211427738502,0.07442424021572772,0.028259602069819985,0.42488794548502296,0.04324575468260331,0.017502368632023906,52,2.08,53,legend,0.2773658989869543
