t,x,y
255392,0.5007,0.7041
255515,0.4063,0.347
255924,0.3775,0.1973
256040,0.3588,0.1549
256232,0.4036,0.1557
256515,0.3683,0.1415
256674,0.4404,0.1381
256824,0.3668,0.1357
257199,0.4324,0.1394
257473,0.4792,0.1513
257849,0.4993,0.1494
258090,0.5326,0.1442
258399,0.5029,0.1361
258757,0.5247,0.1236
258932,0.5448,0.1293
259140,0.5209,0.1318
259324,0.5631,0.1343
259774,0.6066,0.1326
259940,0.6324,0.1396
260240,0.6694,0.0794
260399,0.4475,0.0906
260557,0.3845,0.0668
260815,0.3549,0.1339
261015,0.4025,0.1323
261232,0.4514,0.1283
261649,0.4933,0.12
262015,0.4713,0.1356
262440,0.5085,0.1379
262657,0.5403,0.1379
262857,0.5254,0.1321
263215,0.5106,0.1268
263532,0.5524,0.1197
264032,0.5763,0.1236
264290,0.6179,0.1333
264457,0.6372,0.1304
264599,0.6018,0.1279
264890,0.639,0.1291
265149,0.4875,0.1428
265349,0.3837,0.1156
265815,0.4471,0.1119
266074,0.5007,0.1128
266521,0.4656,0.1115
266949,0.5203,0.1189
267074,0.6665,0.0587
267282,0.5541,0.1406
267565,0.5008,0.1313
267765,0.3874,0.3442
267957,0.4059,0.3413
268115,0.3787,0.2876
268482,0.4087,0.2856
268749,0.455,0.6243
268913,0.4318,0.56
269290,0.6016,0.5941
269490,0.4337,0.5612
270199,0.5242,0.1146
270440,0.3695,0.1183
270657,0.4073,0.1284
270840,0.4515,0.1306
271057,0.6537,0.078
271332,0.4435,0.2738
271673,0.4304,0.5216
271913,0.4321,0.2982
272215,0.4385,0.2771
272399,0.4231,0.259
272957,0.4657,0.7454
273140,0.4958,0.7335
273499,0.4974,0.6931
273674,0.4937,0.7766
273957,0.4972,0.6717
274265,0.4943,0.6352
274640,0.4642,0.6418
274790,0.4052,0.6163
275190,0.5628,0.5993
275424,0.4929,0.8855
276329,0.4874,0.7071
277207,0.5061,0.9084
