t,x,y
130916,0.4835,0.2041
130948,0.4326,0.1915
131173,0.4344,0.1554
131345,0.4209,0.1577
131514,0.4724,0.1594
131697,0.5038,0.1601
131998,0.5145,0.159
132206,0.5609,0.1509
132598,0.597,0.2834
132923,0.6008,0.3442
133114,0.6023,0.3836
133498,0.605,0.3425
133656,0.6097,0.2929
133939,0.6077,0.3325
134289,0.446,0.3737
134664,0.466,0.6069
134864,0.4811,0.5939
135023,0.4541,0.577
135173,0.4292,0.57
135356,0.3962,0.579
135589,0.5169,0.5845
135906,0.5435,0.5846
136164,0.5232,0.5849
136681,0.4776,0.5892
136981,0.4641,0.5823
137223,0.4408,0.573
137448,0.4241,0.5659
137598,0.4379,0.5675
137739,0.4406,0.523
137931,0.437,0.367
138231,0.4383,0.3889
138964,0.3932,0.3813
139306,0.446,0.3913
139598,0.4362,0.3983
139881,0.3892,0.3931
140581,0.4852,0.6863
140889,0.4946,0.7158
141131,0.4246,0.3838
141364,0.438,0.3773
141713,0.3857,0.3916
142264,0.4311,0.4006
142781,0.3924,0.4065
143181,0.4344,0.4073
143598,0.3952,0.3786
144081,0.4936,0.7127
144523,0.5032,0.7599
145223,0.5044,0.6886
145398,0.4318,0.3371
145564,0.3892,0.3843
145745,0.3901,0.3607
146406,0.5181,0.7919
146569,0.4983,0.7831
146806,0.5012,0.7453
147431,0.5032,0.8761
147689,0.496,0.6867
148281,0.4433,0.3436
