regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,0,0.0,0.0
3,3,584.0,194.66666666666666
4,2,367.0,183.5
5,1,158.0,158.0
6,1,183.0,183.0
7,0,0.0,0.0
8,0,0.0,0.0
9,3,500.0,166.66666666666666
10,0,0.0,0.0
11,3,1100.0,366.6666666666667
12,0,0.0,0.0
13,0,0.0,0.0
14,8,1925.0,240.625
15,13,4049.0,311.46153846153845
16,0,0.0,0.0
17,2,308.0,154.0
18,0,0.0,0.0
19,0,0.0,0.0
20,3,442.0,147.33333333333334
21,4,1059.0,264.75
22,0,0.0,0.0
23,0,0.0,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,2,325.0,162.5
28,12,3691.0,307.5833333333333
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,1,925.0,925.0
34,0,0.0,0.0
35,0,0.0,0.0
36,0,0.0,0.0
