t,x,y
228836,0.5048,0.7036
229048,0.4792,0.4937
229190,0.4426,0.2475
229357,0.4906,0.225
229515,0.532,0.2246
229723,0.3798,0.1528
229940,0.4159,0.1454
230282,0.4661,0.1402
230446,0.5025,0.1468
230615,0.545,0.1502
231082,0.573,0.1512
231273,0.6215,0.147
231423,0.6429,0.1466
231690,0.5099,0.1604
232048,0.4988,0.201
232307,0.5249,0.2093
232507,0.4972,0.5749
232732,0.4828,0.6084
233032,0.548,0.6205
233248,0.5887,0.6178
233398,0.5777,0.6192
233582,0.5415,0.2212
233757,0.5528,0.1683
234165,0.6235,0.154
234357,0.578,0.5994
234565,0.5893,0.5907
234873,0.5732,0.5971
235032,0.5869,0.3595
235357,0.5949,0.3295
235840,0.434,0.3399
235965,0.4041,0.3409
236107,0.416,0.334
236315,0.4361,0.3326
236615,0.4874,0.3325
237015,0.4067,0.3247
237207,0.3864,0.3235
237373,0.3858,0.2827
237515,0.5554,0.3448
237682,0.5778,0.3348
237848,0.4168,0.3298
238098,0.4884,0.8044
238307,0.5017,0.8094
238548,0.5004,0.7665
238840,0.5014,0.7158
238998,0.4128,0.3595
239332,0.4187,0.3281
239548,0.5633,0.324
239682,0.5999,0.3204
240422,0.5251,0.7692
240582,0.5028,0.7495
241015,0.5048,0.8557
241582,0.5001,0.9195
242157,0.4981,0.7153
242440,0.6174,0.737
242673,0.5522,0.1582
242873,0.5439,0.1829
243023,0.5122,0.1676
