t,x,y
351936,0.4627,0.5663
351996,0.4939,0.6279
352446,0.4166,0.1479
352621,0.407,0.1054
352846,0.4402,0.1033
352954,0.4683,0.1074
353168,0.5081,0.1057
353446,0.5474,0.1036
353779,0.5672,0.1057
353979,0.5916,0.121
354112,0.5355,0.4103
354368,0.5281,0.5236
354679,0.4783,0.5159
354987,0.5707,0.5188
355362,0.5509,0.5058
355696,0.4867,0.5246
355946,0.445,0.5118
356262,0.4593,0.5075
356362,0.4799,0.5133
356646,0.5024,0.5156
357021,0.573,0.5179
357229,0.5011,0.5052
357446,0.4999,0.4782
357712,0.491,0.39
357879,0.4927,0.3557
358246,0.4205,0.3568
358462,0.4888,0.3595
359046,0.4949,0.7483
359221,0.4889,0.7209
359454,0.489,0.6612
359671,0.4873,0.7642
359912,0.4848,0.6091
360187,0.4653,0.3292
360384,0.4913,0.3615
360696,0.4256,0.3542
360887,0.4947,0.6534
361137,0.4949,0.631
361671,0.5018,0.8208
361904,0.5034,0.8609
362237,0.4837,0.6016
