t,x,y
241383,0.4889,0.5038
241610,0.5,0.34
241894,0.4607,0.238
242094,0.3937,0.181
242352,0.3492,0.1815
242819,0.4932,0.1833
243177,0.5134,0.1801
243435,0.5276,0.1995
243610,0.4955,0.1899
243944,0.5801,0.1789
244244,0.5859,0.1897
244410,0.6413,0.1798
244669,0.4683,0.2085
244877,0.4848,0.2055
245194,0.3986,0.1757
245419,0.3486,0.1817
245594,0.5348,0.3606
245802,0.5471,0.3894
245952,0.534,0.5361
246427,0.4891,0.8017
246760,0.4855,0.9071
247077,0.4719,0.854
247310,0.4871,0.4972
247694,0.5076,0.4457
248069,0.4849,0.4997
248444,0.5005,0.481
248735,0.4883,0.4462
249152,0.4732,0.7503
249419,0.4831,0.8211
249735,0.5099,0.3883
249952,0.5032,0.4675
250494,0.4943,0.482
250694,0.5093,0.4657
250935,0.5293,0.3782
251302,0.4873,0.7944
252110,0.4821,0.8827
252385,0.4919,0.7398
252944,0.5831,0.2801
253185,0.4777,0.9469
253418,0.4937,0.9141
253602,0.4971,0.7697
253850,0.5233,0.5024
254177,0.5222,0.3844
254485,0.5532,0.3953
254874,0.501,0.7982
255277,0.4749,0.4752
255644,0.4875,0.8304
256352,0.4915,0.872
256777,0.5263,0.4365
257227,0.5287,0.5233
257544,0.5053,0.9593
258102,0.49,0.9168
258444,0.4795,0.7954
258619,0.4932,0.7719
259410,0.6857,0.754
259677,0.489,0.999
259944,0.4861,0.6882
260110,0.4883,0.4097
