t,x,y
158660,0.4321,0.1822
158910,0.4619,0.1795
159094,0.4991,0.1836
159302,0.528,0.1947
159460,0.5551,0.1941
159635,0.5809,0.1921
159810,0.5953,0.1943
160085,0.5546,0.3238
160352,0.5034,0.6289
160485,0.4792,0.1269
160660,0.44,0.1151
161044,0.3618,0.1197
161244,0.4208,0.1174
161444,0.4518,0.1203
161768,0.4917,0.1195
162044,0.5243,0.1135
162244,0.5465,0.1104
162444,0.5818,0.1082
162652,0.6145,0.1232
162802,0.6439,0.1245
162977,0.5077,0.149
163418,0.4932,0.461
163743,0.5467,0.504
163968,0.5404,0.4531
164177,0.5074,0.6801
164443,0.4999,0.7236
164810,0.5201,0.5209
165077,0.5046,0.4279
165452,0.5233,0.4304
165685,0.5106,0.389
165843,0.5023,0.6863
166227,0.5002,0.8138
166635,0.51,0.6557
166927,0.5148,0.6024
167143,0.5082,0.5367
167377,0.5122,0.4172
168310,0.4858,0.3364
168718,0.5157,0.3943
168993,0.5175,0.4092
169193,0.5043,0.4146
169668,0.5072,0.2593
170293,0.5129,0.3711
170793,0.5162,0.4433
171068,0.5402,0.483
171385,0.5503,0.4392
171810,0.5218,0.5776
171960,0.5018,0.7265
172243,0.4958,0.7681
172593,0.4941,0.7107
173102,0.532,0.475
173385,0.5331,0.433
174085,0.5128,0.6543
174202,0.4964,0.7189
174543,0.484,0.7655
175018,0.4911,0.8096
175243,0.5014,0.8915
175535,0.4966,0.6304
175693,0.4958,0.6718
175893,0.5218,0.3706
