t,x,y
126160,0.4022,0.2087
126277,0.3825,0.1657
126552,0.4446,0.172
126710,0.4094,0.1585
126852,0.3879,0.1581
127152,0.4232,0.1606
127343,0.4598,0.1662
127618,0.4784,0.1722
127852,0.5047,0.1754
128035,0.5544,0.1581
128318,0.5955,0.1669
128485,0.6124,0.1652
128652,0.4854,0.1965
128835,0.4622,0.223
128993,0.4183,0.1904
129318,0.3888,0.1606
129627,0.4809,0.5457
129852,0.4866,0.6188
130010,0.4939,0.6751
130193,0.3966,0.2852
130432,0.3805,0.3094
130592,0.3721,0.3742
130848,0.3786,0.2759
131402,0.38,0.3454
131577,0.5365,0.5915
131768,0.5292,0.625
131927,0.5642,0.6255
132185,0.5862,0.6275
132568,0.5007,0.5421
132776,0.4231,0.5639
133018,0.406,0.5741
133427,0.4577,0.5893
133848,0.47,0.2981
134210,0.4799,0.5713
134424,0.5499,0.5959
134635,0.6022,0.6132
134927,0.5865,0.5544
135185,0.4838,0.2478
135610,0.4769,0.5505
136048,0.4688,0.2351
136268,0.4065,0.2206
136710,0.5028,0.7159
136960,0.4867,0.7236
137135,0.4852,0.7993
137627,0.4876,0.6627
137960,0.4228,0.2632
138118,0.392,0.2709
138352,0.3756,0.3583
138577,0.3712,0.402
138743,0.3755,0.2805
139102,0.3962,0.3008
139260,0.4012,0.2152
139608,0.4753,0.2435
139808,0.4844,0.5974
140032,0.5452,0.6391
140285,0.5271,0.6308
140427,0.5731,0.6244
140768,0.4742,0.5937
140968,0.4872,0.5989
141352,0.4713,0.5867
141624,0.4936,0.8304
141835,0.4708,0.5401
142018,0.4559,0.563
142368,0.4684,0.2419
142652,0.4859,0.5853
142927,0.4733,0.5955
143227,0.4895,0.8304
143385,0.4885,0.7677
144824,0.4999,0.8607
145093,0.4875,0.5094
145318,0.4668,0.5932
145710,0.4827,0.3332
145860,0.4786,0.2417
146227,0.476,0.5579
146660,0.5077,0.8794
147435,0.4988,0.6028
