t,x,y
197438,0.5,0.7781
197748,0.472,0.3645
197907,0.4404,0.2242
198023,0.4934,0.1966
198307,0.3773,0.1659
198457,0.4158,0.1631
198598,0.4472,0.1624
198748,0.4834,0.161
198923,0.5091,0.159
199290,0.5446,0.1532
199490,0.5666,0.1519
199670,0.5802,0.1516
200006,0.5445,0.1843
200190,0.4117,0.244
200398,0.3944,0.2781
200638,0.3928,0.2808
200790,0.3892,0.258
200957,0.4105,0.2466
201323,0.5138,0.1957
201482,0.548,0.1992
201682,0.4852,0.6259
201857,0.47,0.6188
201982,0.4376,0.6117
203548,0.5177,0.2063
203707,0.5484,0.189
203857,0.6131,0.1512
204148,0.6276,0.1536
204298,0.5388,0.1563
204515,0.5134,0.1991
204715,0.5497,0.2082
204882,0.431,0.2695
205048,0.4192,0.2909
205207,0.4386,0.2869
205865,0.5008,0.7109
206273,0.4932,0.7734
206382,0.5017,0.7534
206590,0.4997,0.7975
206830,0.4989,0.837
207022,0.503,0.6942
207632,0.4916,0.9066
207830,0.5061,0.9263
208373,0.4933,0.7383
208773,0.6334,0.7466
209023,0.4702,0.2179
