t,x,y
420709,0.5935,0.432
421009,0.552,0.4026
421209,0.5174,0.1512
421626,0.3607,0.1873
422434,0.4973,0.2038
422601,0.5441,0.1871
422992,0.6129,0.1228
423217,0.6573,0.1204
423801,0.4794,0.1229
424001,0.479,0.1871
424442,0.5074,0.2004
424667,0.5374,0.2119
425784,0.4911,0.1287
425909,0.4379,0.1186
426342,0.5331,0.2191
426442,0.5026,0.2224
427134,0.5445,0.4544
427284,0.5382,0.4675
427442,0.5727,0.7395
427659,0.5881,0.7947
428709,0.4946,0.2722
428884,0.5071,0.2722
429242,0.5728,0.2788
429492,0.6148,0.1606
430226,0.5208,0.2314
430551,0.5127,0.2058
430734,0.4962,0.1048
430942,0.4664,0.5618
431459,0.5388,0.1462
431884,0.4908,0.1168
432109,0.4416,0.0573
432326,0.4956,0.111
433076,0.3796,0.1685
433276,0.379,0.1636
433542,0.449,0.1912
433676,0.5142,0.1944
434426,0.6721,0.0997
434851,0.6965,0.1123
435159,0.6375,0.1079
435351,0.6956,0.1036
435742,0.5358,0.39
435859,0.5477,0.3868
436434,0.5161,0.79
436592,0.5352,0.7699
437184,0.5611,0.4507
437684,0.5625,0.6067
437876,0.5691,0.646
438409,0.6243,0.6538
439301,0.4179,0.4018
439467,0.5571,0.4352
439859,0.5687,0.1791
440484,0.6153,0.4701
440867,0.556,0.4573
441101,0.557,0.5732
441507,0.5658,0.4036
441763,0.5226,0.8917
442126,0.5334,0.819
442368,0.5281,0.8359
442518,0.617,0.7011
442859,0.5548,0.888
443543,0.4027,0.3953
444059,0.4175,0.3891
444218,0.5791,0.7066
444501,0.5525,0.4932
444734,0.5455,0.4814
444901,0.5679,0.4903
445093,0.5711,0.4849
445259,0.416,0.2308
445593,0.3365,0.1839
445801,0.3749,0.2571
446168,0.355,0.2495
446659,0.3822,0.192
447284,0.3853,0.1466
447434,0.3753,0.2004
447626,0.3487,0.2163
447868,0.3875,0.1631
450907,0.3349,0.3729
451275,0.392,0.2388
452251,0.3092,0.3661
452747,0.3401,0.1611
