t,x,y
237532,0.6372,0.0852
237812,0.4553,0.3203
238085,0.4223,0.1828
238232,0.4012,0.1665
238452,0.4387,0.1625
238618,0.3988,0.1323
238798,0.4635,0.1676
239012,0.5002,0.171
239305,0.5227,0.1674
239519,0.5548,0.164
240039,0.4365,0.3138
240292,0.4757,0.6421
240739,0.4098,0.5809
240959,0.3767,0.5729
241579,0.5838,0.3018
241765,0.5807,0.274
242005,0.5862,0.305
242259,0.5835,0.3411
242699,0.5729,0.3283
242865,0.4141,0.3113
243132,0.3635,0.299
243739,0.35,0.3124
244065,0.408,0.2181
244185,0.368,0.2253
244385,0.3393,0.2591
244592,0.3393,0.2975
244832,0.3434,0.2655
244965,0.4079,0.2896
245225,0.3684,0.2978
245732,0.398,0.317
245985,0.4906,0.1892
246391,0.4754,0.6948
246759,0.4006,0.3545
246985,0.3697,0.3072
247285,0.4576,0.2081
247525,0.4095,0.5647
247679,0.4145,0.5816
247879,0.4015,0.5764
248225,0.422,0.5824
248792,0.4241,0.4062
249012,0.4144,0.3655
249265,0.3662,0.3602
249719,0.4137,0.3771
249999,0.3723,0.363
250599,0.4377,0.3715
250852,0.4239,0.3752
251032,0.4682,0.6488
251185,0.4865,0.685
251419,0.4816,0.7513
251711,0.494,0.7734
252025,0.4217,0.4758
252292,0.3668,0.3833
252559,0.3499,0.266
252779,0.3392,0.2818
252999,0.4938,0.6075
253359,0.382,0.3454
253512,0.3647,0.3427
253951,0.3656,0.3777
254112,0.564,0.2401
254272,0.6369,0.1405
254532,0.5011,0.7273
254679,0.4782,0.7263
254932,0.4787,0.7668
255292,0.4801,0.8038
255879,0.3995,0.4284
256103,0.4311,0.3778
256412,0.3727,0.3718
256605,0.4188,0.3733
257185,0.4334,0.5721
257359,0.4227,0.5913
257699,0.4653,0.8245
257845,0.4821,0.8038
258305,0.4786,0.8887
259059,0.5881,0.2311
259319,0.6531,0.1214
