answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,2,0,3,0,0,0,0,Participant5,7
1,0,0,4,3,1,3,0,Participant5,7
0,1,0,1,0,1,0,0,Participant5,7
2,2,2,0,2,0,3,0,Participant5,7
0,3,0,2,0,0,0,0,Participant5,7
1,1,0,1,0,0,0,0,Participant5,7
1,2,1,0,0,1,0,1,Participant5,7
0,1,0,0,0,0,0,0,Participant5,7
