answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,1,0,1,0,0,1,0,Participant34,7
0,0,1,1,3,1,0,3,Participant34,7
0,0,0,4,0,0,1,2,Participant34,7
1,6,2,0,0,0,3,1,Participant34,7
0,0,1,3,0,0,0,0,Participant34,7
1,0,0,0,0,0,0,0,Participant34,7
0,2,0,3,0,0,0,2,Participant34,7
1,0,3,1,1,0,2,0,Participant34,7
