Participant,Question,TTFF_seoul,TTFF_y_axis,TTFF_legend,TTFF_answers,TTFF_city_left,TTFF_city_right,TTFF_question,Dwell_seoul,Dwell_y_axis,Dwell_legend,Dwell_answers,Dwell_city_left,Dwell_city_right,Dwell_question,Dwell_ratio_seoul,Dwell_ratio_y_axis,Dwell_ratio_legend,Dwell_ratio_answers,Dwell_ratio_city_left,Dwell_ratio_city_right,Dwell_ratio_question,Transitions,Transitions_per_sec,Sequence_length,First_AOI,Irrelevant_Ratio
Participant34,7,3.114,8.398,2.089,14.256,10.473,0.0,26.094,187517.0,200129.0,105958.0,71073.0,78226.0,276625.0,2875.0,0.18677178059542426,0.1993336587017799,0.10553690773812488,0.07079054572256696,0.07791511867648084,0.2755256526459427,0.0028635743383898246,52,1.912678853863979,53,city_right,0.08126276158129064
