regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,0,0.0,0.0
3,0,0.0,0.0
4,0,0.0,0.0
5,0,0.0,0.0
6,0,0.0,0.0
7,3,725.0,241.66666666666666
8,5,1158.0,231.6
9,4,708.0,177.0
10,11,2949.0,268.09090909090907
11,3,875.0,291.6666666666667
12,0,0.0,0.0
13,0,0.0,0.0
14,4,875.0,218.75
15,16,4975.0,310.9375
16,6,1182.0,197.0
17,10,2742.0,274.2
18,1,325.0,325.0
19,0,0.0,0.0
20,2,400.0,200.0
21,4,625.0,156.25
22,5,1067.0,213.4
23,3,900.0,300.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,0,0.0,0.0
28,14,2942.0,210.14285714285714
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,0,0.0,0.0
34,3,517.0,172.33333333333334
35,0,0.0,0.0
36,0,0.0,0.0
