t,x,y
48898,0.1999,0.5149
48986,0.3727,0.4821
49153,0.4127,0.3999
49286,0.3967,0.1973
49586,0.3862,0.1253
50011,0.4271,0.1345
50211,0.5017,0.1382
50403,0.5424,0.1414
50570,0.5452,0.2193
50761,0.3993,0.1999
50953,0.4655,0.1934
51195,0.483,0.7194
51420,0.4945,0.6701
51686,0.4294,0.2431
51920,0.4109,0.205
52136,0.4863,0.2036
52303,0.5451,0.2005
52528,0.5528,0.1492
52695,0.5978,0.1522
52945,0.4556,0.1446
53053,0.3974,0.1471
53253,0.3795,0.1507
53452,0.4068,0.1525
53570,0.4559,0.1516
53970,0.5105,0.155
54128,0.5352,0.1627
54553,0.4864,0.1605
54884,0.4371,0.2383
55044,0.406,0.2442
55211,0.3956,0.2793
55395,0.4048,0.4626
55611,0.4678,0.4478
55761,0.5606,0.2811
55886,0.5486,0.2471
56161,0.55,0.2778
56320,0.591,0.3112
56644,0.5741,0.5163
56820,0.4993,0.6905
57278,0.4098,0.5626
57536,0.488,0.579
57895,0.594,0.5797
58061,0.5587,0.5716
58253,0.4183,0.4476
58420,0.3944,0.4394
58545,0.4684,0.4334
58711,0.5598,0.4183
58878,0.5686,0.3035
59095,0.5545,0.4261
59236,0.5521,0.3988
59676,0.5134,0.7937
59928,0.5044,0.7252
60703,0.5884,0.0844
60828,0.6525,0.0829
61270,0.4897,0.4907
61420,0.4616,0.2026
61795,0.3739,0.1576
62061,0.5014,0.8432
62211,0.508,0.7891
62645,0.5099,0.7904
