regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,2,517.0,258.5
3,4,1450.0,362.5
4,2,792.0,396.0
5,8,1433.0,179.125
6,2,375.0,187.5
7,0,0.0,0.0
8,2,516.0,258.0
9,6,1450.0,241.66666666666666
10,4,708.0,177.0
11,0,0.0,0.0
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,2,509.0,254.5
16,0,0.0,0.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,0,0.0,0.0
21,4,891.0,222.75
22,1,725.0,725.0
23,0,0.0,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,0,0.0,0.0
28,6,1109.0,184.83333333333334
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,0,0.0,0.0
34,2,409.0,204.5
35,0,0.0,0.0
36,0,0.0,0.0
