t,x,y
267015,0.54,0.3715
267308,0.4961,0.3694
267466,0.4959,0.3268
267733,0.5322,0.3287
268283,0.53,0.2999
268491,0.3491,0.2328
268708,0.4414,0.2313
268908,0.5004,0.236
269300,0.4466,0.2368
269491,0.4151,0.228
269716,0.3922,0.2236
270008,0.5532,0.233
270508,0.6273,0.2765
270625,0.5985,0.2726
271058,0.6396,0.2683
271300,0.6754,0.2752
271800,0.5892,0.4649
272058,0.5682,0.4668
272250,0.647,0.4166
273300,0.5616,0.5557
273516,0.5579,0.5203
273674,0.5754,0.391
273841,0.6475,0.4092
274308,0.5984,0.3136
274483,0.556,0.2918
274608,0.5238,0.2955
274783,0.6333,0.288
275208,0.5746,0.2865
275499,0.5537,0.2947
275674,0.5158,0.2919
275941,0.574,0.6839
277849,0.4265,0.515
278516,0.5711,0.5014
278758,0.5759,0.4705
281808,0.4429,0.4377
282024,0.4319,0.4389
282341,0.4301,0.4991
282524,0.4253,0.5195
286083,0.4956,0.7162
286633,0.4902,0.7968
287233,0.4905,0.8396
287508,0.4961,0.7572
288700,0.4968,0.7262
289358,0.5435,0.603
289500,0.5832,0.48
289691,0.6506,0.4321
290391,0.4291,0.4743
290616,0.4354,0.4334
290808,0.5582,0.5129
291850,0.4314,0.5141
292125,0.5664,0.5416
292491,0.5577,0.6754
292650,0.5715,0.6633
293100,0.6048,0.3224
293233,0.6506,0.2816
293441,0.5403,0.2842
293608,0.5259,0.285
293975,0.5778,0.5464
294791,0.4185,0.5186
295000,0.4323,0.5129
295175,0.4307,0.4454
297400,0.4391,0.4235
299241,0.4363,0.4397
299500,0.4479,0.4515
300775,0.5306,0.7827
301025,0.5231,0.7602
301275,0.5762,0.5031
301625,0.5752,0.4636
302933,0.4345,0.4608
303133,0.5244,0.772
303650,0.6358,0.4841
303841,0.6457,0.442
304824,0.6616,0.438
305533,0.6357,0.3012
305674,0.6511,0.2808
305799,0.6786,0.28
306158,0.5865,0.2814
306324,0.5684,0.2858
306566,0.5231,0.9086
307441,0.5149,0.381
