t,x,y
208024,0.584,0.4519
208157,0.6378,0.1687
208440,0.34,0.1889
208632,0.377,0.1416
208824,0.4252,0.1368
209124,0.4645,0.1289
209313,0.5171,0.1326
209640,0.5697,0.1356
210040,0.5701,0.1366
210249,0.6136,0.1407
210407,0.6014,0.1417
210745,0.6037,0.1477
211015,0.4612,0.1382
211257,0.4382,0.1766
211399,0.3975,0.1154
211799,0.4315,0.1175
212157,0.4633,0.1202
212565,0.3851,0.0611
212765,0.5058,0.1195
213032,0.4779,0.1171
213224,0.5426,0.1187
213440,0.5695,0.1259
213757,0.5936,0.1226
213949,0.3852,0.1153
214624,0.4606,0.1088
214890,0.5164,0.11
215165,0.4759,0.1026
215415,0.5477,0.1057
215640,0.6747,0.0498
215824,0.5521,0.1248
216015,0.5841,0.1242
216232,0.6195,0.115
216740,0.4462,0.1561
217090,0.4723,0.1664
217290,0.4922,0.1683
217465,0.5378,0.171
217774,0.526,0.1669
218115,0.3523,0.3249
218499,0.3531,0.4207
218749,0.3515,0.3823
219190,0.3587,0.2982
219415,0.5182,0.6182
219565,0.474,0.5703
219729,0.4938,0.5905
219905,0.5435,0.5901
220107,0.5274,0.593
220615,0.499,0.5045
220815,0.5608,0.5254
221282,0.3901,0.1264
221557,0.4297,0.1289
221757,0.6735,0.0908
221965,0.499,0.1522
222165,0.5117,0.1413
222382,0.5574,0.1438
222590,0.5595,0.297
222757,0.5904,0.3072
223232,0.5798,0.5625
223374,0.5713,0.5465
223540,0.5903,0.5447
223690,0.5771,0.3272
223882,0.5929,0.312
224032,0.3546,0.3035
224315,0.3969,0.3126
224640,0.3563,0.3266
224999,0.5727,0.2836
225299,0.5828,0.5306
225440,0.5664,0.5454
225599,0.5759,0.2913
225790,0.6006,0.2898
226590,0.5922,0.3081
227007,0.5096,0.7738
227337,0.4941,0.6912
228115,0.6162,0.4354
228432,0.6279,0.3747
228674,0.6338,0.3579
228957,0.4947,0.8672
229165,0.544,0.5064
229665,0.5233,0.6641
229857,0.5005,0.6889
230374,0.5346,0.3822
