from_region,14,15,16,17,18,20,21,22,23,26,27,28,33,34
14,3,1,0,2,0,1,0,0,0,1,1,0,0,0
15,1,1,2,1,0,0,0,0,0,0,0,0,1,0
16,0,2,3,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,1,0,0,0,0,0
18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,4,0,0,0,0,5,2,0,0,1,1,0,1,0
21,0,1,0,0,0,4,3,0,1,0,1,0,0,0
22,0,0,0,0,0,0,0,1,1,0,0,1,0,0
23,0,1,0,0,0,2,1,1,4,0,0,0,0,0
26,0,0,0,0,0,1,1,0,0,2,0,0,0,0
27,0,0,0,0,0,1,2,0,0,0,5,0,1,0
28,0,0,0,0,0,0,0,1,0,0,1,1,0,1
33,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34,0,0,0,0,0,0,1,0,0,0,1,2,0,3
