t,x,y
192078,0.4711,0.3248
192433,0.4948,0.3104
192574,0.5176,0.31
192749,0.4756,0.2942
192989,0.358,0.2297
193181,0.4237,0.2308
193365,0.4912,0.2295
193599,0.5284,0.2211
193781,0.5548,0.2167
193941,0.4664,0.2322
194266,0.4622,0.3818
194433,0.4642,0.4266
195141,0.5418,0.3639
195333,0.5619,0.3606
195541,0.4966,0.3158
196074,0.3629,0.3698
196249,0.3456,0.3934
196433,0.345,0.4645
196649,0.3442,0.4053
196833,0.3375,0.3592
197041,0.4915,0.6235
197233,0.4828,0.6517
197433,0.5261,0.6526
197683,0.5431,0.6088
197866,0.6096,0.6209
198174,0.6135,0.4066
198374,0.6253,0.3847
199108,0.6683,0.4623
199274,0.6565,0.4483
199533,0.6468,0.4615
199658,0.5724,0.3133
199849,0.5006,0.2953
200041,0.4781,0.2564
200174,0.435,0.2373
200358,0.5279,0.2726
200558,0.59,0.2827
200783,0.6162,0.2816
201008,0.6034,0.3836
201199,0.623,0.3725
201508,0.6087,0.3861
202266,0.5091,0.7336
203049,0.5922,0.4336
203333,0.5648,0.344
203613,0.5778,0.3431
203821,0.6135,0.5144
204141,0.5992,0.6203
204408,0.5545,0.6531
204558,0.5241,0.6654
204708,0.5233,0.8892
205124,0.5448,0.6756
