answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,0,0,1,0,0,0,1,Participant62,7
1,0,0,0,0,1,1,0,Participant62,7
1,1,0,0,0,1,2,0,Participant62,7
0,1,0,0,1,0,3,0,Participant62,7
0,0,0,2,0,1,0,0,Participant62,7
0,0,1,2,1,0,0,0,Participant62,7
0,0,4,0,1,0,0,1,Participant62,7
0,1,0,0,0,1,0,0,Participant62,7
