t,x,y
118681,0.2461,0.4939
118952,0.4776,0.5134
119261,0.4321,0.3213
119461,0.3873,0.2754
119777,0.4923,0.6482
120044,0.5019,0.6731
120344,0.5204,0.2866
120594,0.5471,0.2737
120827,0.4098,0.2444
121161,0.4838,0.247
121327,0.465,0.2452
121711,0.4236,0.2868
122619,0.4069,0.3353
123052,0.3747,0.3158
123319,0.4007,0.2781
123944,0.4285,0.4448
124269,0.4476,0.3225
124661,0.4097,0.3162
125286,0.366,0.3622
125602,0.4155,0.2892
125902,0.449,0.277
126977,0.3912,0.3783
127077,0.3953,0.3791
127311,0.4303,0.2978
127652,0.421,0.2808
127869,0.3839,0.3041
128111,0.589,0.2006
128261,0.6599,0.1393
128627,0.326,0.2408
128777,0.256,0.2509
128917,0.479,0.2797
129136,0.4692,0.1917
129444,0.3705,0.3122
129636,0.5055,0.4453
129844,0.5193,0.457
130011,0.5006,0.7028
130327,0.5477,0.2359
130485,0.6526,0.151
130669,0.4218,0.1917
130844,0.3685,0.1991
131036,0.3573,0.1965
131261,0.3987,0.1976
131577,0.457,0.2082
131769,0.4394,0.2125
132052,0.5093,0.2148
132261,0.426,0.2072
132394,0.3973,0.2088
132802,0.4456,0.1893
132969,0.4634,0.1958
133202,0.5509,0.1963
133394,0.6212,0.1872
133586,0.585,0.198
133886,0.6211,0.2358
134069,0.5108,0.2847
134227,0.4897,0.6691
134569,0.4938,0.6993
134893,0.4994,0.7215
135252,0.4895,0.3591
135452,0.4714,0.3508
135769,0.5051,0.6748
137511,0.5081,0.2499
137744,0.5095,0.768
137919,0.4946,0.762
138319,0.5113,0.7502
138694,0.5186,0.4341
138893,0.5191,0.1956
139127,0.5205,0.2318
139386,0.5941,0.1925
