Participant,Question,TTFF_samsung,TTFF_answers,Dwell_samsung,Dwell_answers,Dwell_ratio_samsung,Dwell_ratio_answers,Transitions,Transitions_per_sec,Sequence_length,First_AOI,Irrelevant_Ratio
Participant65,5,6042,9042,1876.246498214776,9898.196374622356,0.08193216149409503,0.4322356495468278,43,1.8777292576419216,43,vivo,0.032072232903048614
