t,x,y
115947,0.3583,0.5391
116291,0.5073,0.5777
116474,0.4936,0.3234
116674,0.4206,0.2655
116974,0.4252,0.254
117108,0.3578,0.2113
117383,0.4004,0.2179
117616,0.4342,0.2213
117783,0.5331,0.2438
117949,0.6205,0.2676
118308,0.468,0.2829
118516,0.4265,0.3017
118666,0.4215,0.3045
119191,0.4298,0.2463
119391,0.4843,0.2487
119566,0.5417,0.2607
119774,0.5747,0.2714
120074,0.5641,0.2968
120333,0.5171,0.2935
120516,0.4465,0.2816
120783,0.5188,0.2952
120965,0.5519,0.295
121141,0.5053,0.3354
121349,0.4372,0.3051
121691,0.4703,0.3022
121916,0.4295,0.3144
122391,0.5023,0.3373
122699,0.5093,0.3788
122874,0.5933,0.3089
123266,0.5851,0.3291
123541,0.5802,0.2913
123758,0.4956,0.2827
123891,0.4335,0.2725
124083,0.4922,0.2859
124266,0.5466,0.2932
124441,0.591,0.2947
124633,0.6138,0.2926
124749,0.5819,0.3186
125283,0.5799,0.3719
125483,0.5807,0.406
125816,0.5985,0.3682
126049,0.5852,0.3298
126349,0.6234,0.3341
126666,0.6251,0.3846
127083,0.6242,0.4023
127266,0.5931,0.4258
127433,0.5818,0.4358
127758,0.586,0.42
128441,0.6044,0.2817
128658,0.6267,0.2644
128866,0.6173,0.2836
129024,0.5651,0.2895
129241,0.5905,0.2682
129458,0.5534,0.2723
129641,0.5237,0.2617
130091,0.5777,0.3094
130374,0.4635,0.3022
130616,0.4498,0.3026
130808,0.4257,0.5559
131058,0.4531,0.5651
131233,0.6001,0.5764
131424,0.5425,0.5672
131799,0.5303,0.5681
132107,0.4728,0.6818
134381,0.5217,0.7935
134797,0.509,0.7614
135241,0.5191,0.4707
