regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,15,3316.0,221.06666666666666
3,8,1491.0,186.375
4,4,726.0,181.5
5,3,775.0,258.3333333333333
6,4,984.0,246.0
7,0,0.0,0.0
8,6,1133.0,188.83333333333334
9,4,659.0,164.75
10,2,625.0,312.5
11,1,167.0,167.0
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,1,267.0,267.0
16,0,0.0,0.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,3,366.0,122.0
21,1,217.0,217.0
22,7,1442.0,206.0
23,1,450.0,450.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,2,375.0,187.5
28,13,4784.0,368.0
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,0,0.0,0.0
34,0,0.0,0.0
35,0,0.0,0.0
36,0,0.0,0.0
