regionid,fixation_count,dwell_time,mean_duration
1,0,0.0,0.0
2,3,733.0,244.33333333333334
3,11,2423.0,220.27272727272728
4,20,5008.0,250.4
5,10,2033.0,203.3
6,2,425.0,212.5
7,0,0.0,0.0
8,4,933.0,233.25
9,2,275.0,137.5
10,2,383.0,191.5
11,0,0.0,0.0
12,0,0.0,0.0
13,0,0.0,0.0
14,8,1317.0,164.625
15,14,3567.0,254.78571428571428
16,1,133.0,133.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,1,183.0,183.0
21,14,2940.0,210.0
22,3,667.0,222.33333333333334
23,0,0.0,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,0,0.0,0.0
28,1,217.0,217.0
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,0,0.0,0.0
34,0,0.0,0.0
35,0,0.0,0.0
36,0,0.0,0.0
