answers,background,city_left,city_right,legend,question,seoul,y_axis,Participant,Question
0,1,0,1,0,0,0,0,Participant27,7
1,0,1,0,0,1,0,0,Participant27,7
0,0,0,1,0,0,0,1,Participant27,7
0,0,1,0,1,1,1,0,Participant27,7
0,0,0,2,0,0,0,1,Participant27,7
0,0,0,0,2,0,0,0,Participant27,7
1,0,0,0,0,0,0,1,Participant27,7
0,2,0,0,0,0,1,0,Participant27,7
