t,x,y
116602,0.4528,0.2101
116698,0.3953,0.1713
116864,0.3743,0.1389
117131,0.4149,0.1529
117239,0.459,0.1593
117431,0.5272,0.16
117598,0.514,0.1656
117706,0.5711,0.1558
117839,0.6212,0.1506
118064,0.6017,0.1497
118306,0.3986,0.1884
118498,0.3817,0.1816
118656,0.437,0.185
118881,0.5021,0.1908
119098,0.5499,0.1905
119298,0.582,0.191
119564,0.5686,0.1612
119823,0.3814,0.3854
119964,0.3891,0.3677
120239,0.5375,0.4078
120714,0.4762,0.2268
120931,0.3948,0.295
121098,0.3744,0.3114
121514,0.4321,0.2932
121623,0.4845,0.321
121814,0.4831,0.2399
122072,0.3878,0.3707
122448,0.5045,0.6998
123406,0.5054,0.8056
123931,0.5006,0.3587
124048,0.4628,0.2375
124498,0.48,0.6747
124664,0.5047,0.6926
124848,0.5135,0.8458
125198,0.4313,0.2072
125348,0.3853,0.1732
125456,0.3738,0.1478
