t,x,y
187288,0.5216,0.2103
187402,0.4878,0.1728
187535,0.4759,0.1655
187702,0.5046,0.1634
187852,0.5223,0.1636
188269,0.5969,0.2335
188410,0.6164,0.2451
188610,0.6125,0.3052
188752,0.6092,0.3227
188885,0.5182,0.1561
189235,0.4392,0.1114
189410,0.4724,0.1143
189535,0.5019,0.1147
189760,0.5308,0.1168
189935,0.5434,0.119
190227,0.58,0.1195
190644,0.604,0.2577
190952,0.6108,0.2817
191369,0.5994,0.2803
191544,0.5262,0.3021
191694,0.4408,0.3035
191894,0.3869,0.2636
192069,0.4425,0.1637
192285,0.4788,0.4886
192410,0.47,0.5523
192594,0.4397,0.537
192969,0.4394,0.5301
193160,0.4481,0.4142
193319,0.4428,0.3234
193694,0.596,0.2878
193885,0.6117,0.2824
194077,0.4614,0.3291
195469,0.4163,0.3481
195594,0.4552,0.1456
195777,0.505,0.1621
195927,0.4713,0.1153
196127,0.4902,0.1109
196277,0.4292,0.3177
196527,0.4422,0.3263
196669,0.4023,0.3329
197061,0.4307,0.3452
197269,0.4406,0.3373
197969,0.4284,0.3374
198169,0.4033,0.3194
198461,0.4967,0.6581
198711,0.5057,0.7208
198969,0.5028,0.7484
199369,0.5046,0.8068
199482,0.5081,0.7873
199694,0.3877,0.3894
199978,0.3934,0.3513
200253,0.3942,0.3284
200444,0.3908,0.3046
200903,0.3764,0.2777
201053,0.3642,0.2314
201561,0.4865,0.7838
201719,0.5041,0.7941
202178,0.5031,0.7518
202378,0.5082,0.822
202653,0.4897,0.2944
