t,x,y
91810,0.4838,0.786
92133,0.4308,0.4222
92333,0.4215,0.16
92575,0.4338,0.2146
92875,0.3813,0.1747
93166,0.4334,0.1721
93330,0.4726,0.1752
93641,0.4516,0.1815
93791,0.5326,0.1827
94066,0.5627,0.1834
94225,0.5946,0.1921
94425,0.4435,0.2392
94866,0.4774,0.2427
95050,0.5315,0.2462
95916,0.4449,0.4886
96041,0.3608,0.4176
96341,0.3762,0.3087
96525,0.4623,0.2388
97058,0.5444,0.2405
97250,0.4507,0.1828
97383,0.3898,0.1944
97691,0.4594,0.1833
97900,0.4922,0.1906
98216,0.4995,0.5923
98475,0.4746,0.5937
98650,0.4652,0.5749
99016,0.472,0.416
99333,0.4702,0.2907
99641,0.471,0.6407
99991,0.476,0.7556
100591,0.477,0.7149
100758,0.4897,0.818
100983,0.5013,0.8079
101600,0.4839,0.8957
102283,0.5449,0.6469
102516,0.4886,0.7455
102775,0.4915,0.906
