t,x,y
127578,0.5298,0.696
127651,0.4824,0.7319
128176,0.4441,0.2193
128409,0.4728,0.6579
128776,0.3846,0.1118
128917,0.3981,0.1356
129592,0.4725,0.1488
129842,0.5224,0.1507
130442,0.5975,0.147
130801,0.5562,0.2174
130967,0.4335,0.1052
131301,0.3684,0.0977
131634,0.39,0.0977
132067,0.4448,0.0967
132492,0.4773,0.0967
133001,0.5865,0.0974
133576,0.5444,0.2672
133792,0.4792,0.2682
135567,0.407,0.0997
135959,0.4244,0.0929
136409,0.4811,0.1132
136576,0.4987,0.1154
136942,0.4842,0.2683
137342,0.4694,0.5477
137542,0.4988,0.5594
137992,0.5082,0.5531
138201,0.4038,0.5407
138592,0.4709,0.3974
138742,0.4431,0.226
139283,0.5488,0.1842
139723,0.5614,0.2157
140101,0.5623,0.1764
140559,0.4716,0.1643
140709,0.4656,0.1134
141159,0.4218,0.0903
141492,0.4504,0.1082
142059,0.5433,0.1196
142409,0.4149,0.2221
142592,0.4061,0.1998
143192,0.3954,0.5249
143492,0.5449,0.5184
144051,0.5493,0.3302
144451,0.5701,0.2099
144959,0.5072,0.5952
145501,0.5899,0.1709
145626,0.5899,0.1358
146251,0.5133,0.647
146491,0.5046,0.6733
146942,0.5106,0.5593
147091,0.5017,0.5473
147659,0.5538,0.321
147931,0.5535,0.191
148331,0.5567,0.3125
148717,0.5598,0.5117
149200,0.4509,0.5258
149700,0.4284,0.5249
149934,0.3904,0.1907
150550,0.3938,0.0785
151059,0.3889,0.0797
151217,0.4182,0.0821
151717,0.4903,0.0952
151992,0.5497,0.1076
152725,0.618,0.1084
152950,0.5433,0.1322
153400,0.415,0.1214
153934,0.4048,0.0977
154359,0.4476,0.1126
154792,0.3756,0.1176
154967,0.529,0.0995
155417,0.5476,0.1108
155800,0.5158,0.6361
156209,0.5015,0.6629
156817,0.5023,0.6546
156959,0.4938,0.7084
157417,0.5612,0.5358
157667,0.6089,0.544
158117,0.5656,0.3534
158284,0.555,0.3375
158751,0.5043,0.7591
159826,0.4835,0.4836
