Participant,Question,TTFF_seoul,TTFF_y_axis,TTFF_legend,TTFF_answers,TTFF_city_left,TTFF_city_right,TTFF_question,Dwell_seoul,Dwell_y_axis,Dwell_legend,Dwell_answers,Dwell_city_left,Dwell_city_right,Dwell_question,Dwell_ratio_seoul,Dwell_ratio_y_axis,Dwell_ratio_legend,Dwell_ratio_answers,Dwell_ratio_city_left,Dwell_ratio_city_right,Dwell_ratio_question,Transitions,Transitions_per_sec,Sequence_length,First_AOI,Irrelevant_Ratio
Participant54,7,3748,4365,6454,9465,3515,0,873,4637.7578196307695,10964.23300403035,841.850902206869,3353.6653348114073,3133.3986425511334,879.1950200680078,1562.4742568460217,0.16438954415251555,0.3886372112586966,0.02984017092750847,0.11887371809199655,0.11106616484301478,0.031163867151141632,0.05538332116992845,48,1.7014036580178649,49,city_right,0.1006460024051979
