t,x,y
333177,0.5454,0.5649
333411,0.4835,0.2208
333711,0.3732,0.1539
334069,0.4086,0.1613
334269,0.3851,0.1661
334702,0.4564,0.1588
335152,0.4564,0.1596
335444,0.5158,0.1552
335911,0.5562,0.1563
336386,0.6435,0.1688
336677,0.6175,0.1711
337194,0.6073,0.3402
337927,0.505,0.1565
338102,0.4768,0.1656
338736,0.3813,0.1577
339111,0.4254,0.1583
339411,0.4689,0.1572
339877,0.4574,0.1623
340327,0.4557,0.1625
340519,0.5075,0.1521
341302,0.5662,0.1711
341669,0.5186,0.2082
341894,0.5712,0.2416
342352,0.5881,0.1677
342769,0.6119,0.164
342994,0.6462,0.1672
343569,0.4721,0.2291
344011,0.5363,0.1827
344269,0.6011,0.3076
345094,0.568,0.4512
345661,0.4238,0.1719
345852,0.3618,0.1709
346577,0.417,0.1608
347061,0.4819,0.1581
347236,0.4586,0.162
347652,0.4601,0.1566
348111,0.5041,0.1518
348269,0.5424,0.1576
348886,0.6072,0.1613
349377,0.5429,0.1498
349586,0.5609,0.1509
350127,0.49,0.1429
350569,0.5912,0.1567
350877,0.5629,0.1519
351319,0.5641,0.1513
351819,0.644,0.1562
352036,0.4839,0.1695
352819,0.4696,0.2257
353377,0.5195,0.2269
353602,0.5685,0.2214
354077,0.5147,0.2154
354577,0.6099,0.3092
355252,0.5231,0.3735
356061,0.5029,0.5721
356536,0.5122,0.7816
356744,0.5056,0.7203
357361,0.5209,0.232
357769,0.6144,0.3221
358677,0.6053,0.2163
359002,0.6382,0.1746
359444,0.5131,0.1541
359594,0.5466,0.1624
360011,0.6108,0.3338
361294,0.5211,0.4209
361902,0.5288,0.1781
362544,0.5056,0.7197
363527,0.5265,0.4164
363777,0.5343,0.6109
364086,0.5112,0.162
364527,0.4871,0.1771
364702,0.5192,0.6199
365061,0.5508,0.5805
365527,0.4996,0.582
365752,0.469,0.584
366227,0.5465,0.5819
369027,0.5075,0.8077
369236,0.5077,0.6937
371161,0.5057,0.7348
371836,0.5006,0.9425
372219,0.5118,0.3265
