t,x,y
257357,0.4011,0.1364
257621,0.3663,0.1256
257863,0.3916,0.1308
258204,0.4389,0.1396
258413,0.4754,0.1365
258671,0.4946,0.1349
258879,0.513,0.134
259304,0.5357,0.1379
259438,0.5044,0.1382
259696,0.5196,0.1403
259879,0.5598,0.1357
260163,0.5807,0.1404
260396,0.6121,0.1374
260713,0.6619,0.143
260921,0.5096,0.1644
261238,0.5502,0.2171
261521,0.481,0.2084
261704,0.3932,0.3065
261913,0.3889,0.3895
262254,0.3938,0.37
262371,0.429,0.6042
262829,0.4187,0.5826
263054,0.6138,0.1856
263179,0.6411,0.133
263346,0.498,0.1536
263721,0.5435,0.5777
264154,0.5307,0.5969
264313,0.582,0.5988
264571,0.5945,0.5883
264754,0.6026,0.5561
265254,0.6002,0.3413
265429,0.5986,0.2019
265579,0.5799,0.1653
265754,0.4871,0.1895
266021,0.5209,0.1965
266279,0.4955,0.1972
266479,0.5411,0.1969
266688,0.5758,0.1346
266904,0.6303,0.1339
267063,0.5512,0.1353
267404,0.5973,0.182
267638,0.6105,0.3655
267846,0.5982,0.5935
267946,0.6018,0.5716
268388,0.6026,0.3644
268546,0.6001,0.3326
269142,0.5766,0.3317
269379,0.4336,0.3185
269571,0.4175,0.327
269846,0.5845,0.3358
270029,0.5961,0.3354
270296,0.4722,0.3293
270521,0.4256,0.3309
270879,0.6066,0.3354
271138,0.5963,0.3343
271446,0.4166,0.3418
271663,0.4954,0.7591
271988,0.5046,0.6998
272288,0.5074,0.812
272654,0.5065,0.9092
273204,0.5845,0.37
273346,0.5953,0.3348
274038,0.484,0.7576
274154,0.5035,0.725
274396,0.6704,0.6762
274613,0.5312,0.1657
274918,0.3566,0.1467
