t,x,y
225732,0.4807,0.1563
225878,0.4249,0.1368
226038,0.3786,0.1339
226271,0.4025,0.133
226521,0.4156,0.1285
226746,0.4465,0.1293
227004,0.4763,0.1308
227604,0.4962,0.1342
227729,0.5275,0.1349
227979,0.547,0.1372
228204,0.5216,0.139
228429,0.5046,0.1343
228604,0.5319,0.1421
228804,0.5631,0.1388
229054,0.6353,0.1354
229346,0.529,0.2137
229496,0.4959,0.5836
230146,0.4249,0.5528
230354,0.6025,0.6246
230821,0.38,0.2666
231263,0.418,0.3218
231554,0.4416,0.6057
231671,0.436,0.5854
231854,0.5878,0.6176
232163,0.5232,0.1888
232363,0.5541,0.1757
232518,0.4933,0.1723
232929,0.5269,0.1751
233071,0.5578,0.1775
233279,0.6362,0.1461
233421,0.4165,0.6599
233529,0.4304,0.6154
233713,0.444,0.5937
233888,0.4421,0.5733
234129,0.4416,0.3393
234338,0.441,0.302
234479,0.4406,0.2765
234729,0.4409,0.2583
234871,0.4102,0.2659
235079,0.4366,0.2651
235518,0.3845,0.2786
235871,0.433,0.2755
236204,0.5854,0.1702
236371,0.6305,0.1417
236654,0.5057,0.1357
236988,0.4368,0.2553
237238,0.4746,0.7419
237396,0.5038,0.7405
237779,0.5002,0.7104
237929,0.5064,0.6732
238388,0.4309,0.3474
238538,0.4258,0.2728
238654,0.431,0.257
238896,0.5063,0.8365
239254,0.5037,0.9193
239388,0.5078,0.9005
239596,0.6016,0.6026
239779,0.5113,0.4266
240188,0.6671,0.708
240496,0.5089,0.9052
240913,0.511,0.447
