t,x,y
132430,0.4875,0.3643
132556,0.4773,0.1826
132814,0.3811,0.1237
133039,0.4294,0.1235
133264,0.4741,0.1232
133414,0.3876,0.1152
133706,0.5566,0.1264
133897,0.5219,0.1263
134089,0.5484,0.1307
134395,0.5702,0.1303
134706,0.5502,0.1294
134897,0.5351,0.1318
135314,0.6177,0.1251
135481,0.6417,0.1383
135672,0.5746,0.6325
135781,0.5544,0.592
136014,0.5198,0.5783
136235,0.4715,0.5763
136539,0.4324,0.5785
136922,0.433,0.5226
137147,0.4387,0.3383
137347,0.441,0.3158
137506,0.4378,0.2788
137972,0.4304,0.5641
138256,0.4384,0.2705
139106,0.4234,0.271
139356,0.4719,0.6825
139539,0.4916,0.721
139772,0.5027,0.7742
140131,0.5006,0.6506
140664,0.4925,0.7016
141006,0.4959,0.6706
141281,0.4876,0.9368
141689,0.4961,0.9198
141881,0.4889,0.345
