Participant,Question,TTFF_seoul,TTFF_y_axis,TTFF_legend,TTFF_answers,TTFF_city_left,TTFF_city_right,TTFF_question,Dwell_seoul,Dwell_y_axis,Dwell_legend,Dwell_answers,Dwell_city_left,Dwell_city_right,Dwell_question,Dwell_ratio_seoul,Dwell_ratio_y_axis,Dwell_ratio_legend,Dwell_ratio_answers,Dwell_ratio_city_left,Dwell_ratio_city_right,Dwell_ratio_question,Transitions,Transitions_per_sec,Sequence_length,First_AOI,Irrelevant_Ratio
Participant61,7,5701,6559,,12001,6409,0,484,1337.9408287065598,8625.816111453836,0,3898.3780588114337,1631.869473575982,3736.6658955377343,2535.2791486736583,0.053517633148262383,0.3450326444581534,0,0.15593512235245732,0.06527477894303928,0.14946663582150935,0.10141116594694631,40,1.6,41,city_right,0.1293620193296319
