t,x,y
135314,0.5191,0.4707
135649,0.5057,0.3391
135782,0.4508,0.2726
136132,0.4382,0.2311
136341,0.4756,0.235
136565,0.5254,0.2278
136899,0.6224,0.2871
137083,0.5297,0.301
137283,0.5009,0.2931
137616,0.4911,0.2995
139066,0.4405,0.3055
139383,0.5055,0.3338
139649,0.5056,0.6101
140258,0.5035,0.4163
140749,0.4833,0.6123
141449,0.5068,0.72
141991,0.4991,0.694
142108,0.4958,0.7695
142433,0.5016,0.7958
143274,0.5995,0.6665
143449,0.5675,0.6554
143733,0.4126,0.4193
144149,0.3732,0.3134
144524,0.3665,0.3497
144774,0.3691,0.2783
144991,0.3915,0.2709
145249,0.4422,0.2789
145499,0.4591,0.2975
145691,0.4702,0.5959
145858,0.5088,0.88
146224,0.5029,0.8093
